Hike_ID,Staff_ID,Hike_Date,Previous_Salary,New_Salary,Reason,Location_ID
H0874,S0215,2022-01-15,153613,181605,Annual Review,L002
H0875,S0237,2020-05-19,67061,78038,Cost of Living Adjustment,L001
H0876,S0091,2023-07-18,140748,152984,Annual Review,L003
H0877,S0460,2023-04-08,55290,62419,Performance Bonus,L001
H0878,S0204,2020-08-13,116140,123624,Performance Bonus,L005
H0879,S0159,2020-07-13,181401,204842,Annual Review,L003
H0880,S0023,2022-02-17,108229,121982,Cost of Living Adjustment,L005
H0881,S0498,2022-09-16,123773,131791,Annual Review,L002
H0882,S0127,2021-01-01,178381,205669,Performance Bonus,L003
H0883,S0452,2021-07-24,137864,158273,Promotion,L004
H0884,S0122,2024-05-20,177887,205095,Promotion,L003
H0885,S0439,2022-01-24,105279,121039,Cost of Living Adjustment,L002
H0886,S0131,2022-07-21,89956,105468,Annual Review,L004
H0887,S0012,2024-07-13,40494,46943,Performance Bonus,L001
H0888,S0228,2021-03-01,99072,108802,Promotion,L005
H0889,S0432,2024-01-05,83200,93598,Performance Bonus,L002
H0890,S0143,2022-01-13,153659,180650,Cost of Living Adjustment,L002
H0891,S0219,2020-10-06,77513,83259,Cost of Living Adjustment,L004
H0892,S0175,2020-07-09,80760,91868,Annual Review,L003
H0893,S0295,2021-12-16,172074,199013,Annual Review,L005
H0894,S0267,2020-04-29,85727,90809,Performance Bonus,L002
H0895,S0121,2022-03-11,131118,148536,Promotion,L004
H0896,S0074,2024-04-06,97485,116891,Cost of Living Adjustment,L004
H0897,S0098,2021-01-10,126099,141402,Promotion,L003
H0898,S0415,2022-05-22,116305,127527,Cost of Living Adjustment,L005
H0899,S0234,2024-02-01,30118,33290,Promotion,L001
H0900,S0039,2023-09-10,106588,121050,Cost of Living Adjustment,L004
H0901,S0479,2023-05-14,145898,161705,Promotion,L003
H0902,S0093,2022-05-18,34018,37585,Cost of Living Adjustment,L002
H0903,S0265,2023-02-14,136806,147636,Performance Bonus,L001
H0904,S0281,2021-01-01,176653,210538,Cost of Living Adjustment,L003
H0905,S0282,2021-02-07,188641,211856,Performance Bonus,L004
H0906,S0141,2022-01-09,32677,36746,Annual Review,L002
H0907,S0347,2022-12-09,171854,190575,Performance Bonus,L001
H0908,S0068,2022-09-18,52427,58724,Performance Bonus,L002
H0909,S0457,2022-07-24,141589,151945,Cost of Living Adjustment,L001
H0910,S0331,2023-07-25,75476,84028,Cost of Living Adjustment,L004
H0911,S0483,2024-01-31,181797,193518,Cost of Living Adjustment,L005
H0912,S0484,2022-10-16,111991,128505,Annual Review,L003
H0913,S0489,2021-09-19,36283,41545,Promotion,L003
H0914,S0138,2024-09-06,175231,194287,Performance Bonus,L003
H0915,S0276,2021-02-03,153729,184199,Performance Bonus,L003
H0916,S0316,2021-07-01,28898,30448,Cost of Living Adjustment,L005
H0917,S0437,2023-08-30,120493,143068,Annual Review,L005
H0918,S0459,2022-05-15,32691,36307,Promotion,L004
H0919,S0058,2021-01-27,77859,82338,Promotion,L002
H0920,S0365,2020-05-09,53526,61674,Performance Bonus,L002
H0921,S0073,2021-05-04,140504,155828,Performance Bonus,L001
H0922,S0420,2024-12-25,173029,190659,Promotion,L005
H0923,S0456,2025-04-03,77809,91756,Cost of Living Adjustment,L003
H0924,S0482,2023-04-11,140260,150509,Annual Review,L004
H0925,S0371,2021-08-09,97935,116150,Promotion,L005
H0926,S0251,2024-08-31,42364,49882,Performance Bonus,L004
H0927,S0159,2021-11-30,153407,182383,Annual Review,L001
H0928,S0405,2022-01-04,33585,39520,Performance Bonus,L002
H0929,S0372,2023-06-28,52673,61178,Promotion,L002
H0930,S0215,2022-04-06,35176,40875,Cost of Living Adjustment,L002
H0931,S0456,2020-08-06,159973,190984,Performance Bonus,L004
H0932,S0419,2023-01-18,71893,76082,Performance Bonus,L005
H0933,S0354,2021-07-29,46070,53881,Annual Review,L003
H0934,S0343,2024-11-18,104535,121268,Performance Bonus,L005
H0935,S0321,2022-10-26,55263,58689,Promotion,L002
H0936,S0231,2020-08-16,101015,113804,Annual Review,L001
H0937,S0241,2022-09-18,85964,98298,Annual Review,L002
H0938,S0016,2022-06-28,103935,115345,Cost of Living Adjustment,L002
H0939,S0460,2020-12-20,49377,54450,Annual Review,L001
H0940,S0145,2021-05-31,98213,106395,Promotion,L004
H0941,S0183,2023-07-20,139430,153399,Promotion,L005
H0942,S0277,2021-07-11,28494,30210,Performance Bonus,L005
H0943,S0303,2023-06-11,164102,175376,Annual Review,L004
H0944,S0335,2023-07-04,45975,53486,Performance Bonus,L004
H0945,S0023,2020-12-04,76882,81821,Cost of Living Adjustment,L001
H0946,S0411,2023-04-05,161679,181942,Promotion,L002
H0947,S0425,2024-05-08,70364,81487,Promotion,L004
H0948,S0473,2024-10-26,174844,203083,Promotion,L002
H0949,S0073,2025-01-01,96134,110583,Promotion,L002
H0950,S0436,2024-08-06,162066,186014,Annual Review,L004
H0951,S0271,2023-02-24,97864,113002,Promotion,L003
H0952,S0446,2022-03-18,176527,191750,Cost of Living Adjustment,L002
H0953,S0408,2024-04-22,30058,35550,Promotion,L001
H0954,S0189,2024-07-26,137062,152020,Cost of Living Adjustment,L004
H0955,S0151,2021-08-22,41415,43829,Promotion,L003
H0956,S0295,2022-03-15,32633,35803,Annual Review,L004
H0957,S0274,2020-06-13,177696,187423,Performance Bonus,L005
H0958,S0287,2021-10-07,74542,89284,Promotion,L002
H0959,S0042,2020-11-04,182809,218654,Promotion,L004
H0960,S0251,2021-08-05,178871,200154,Cost of Living Adjustment,L004
H0961,S0427,2022-12-13,147804,161544,Annual Review,L002
H0962,S0413,2020-07-09,170216,184925,Promotion,L004
H0963,S0244,2021-08-30,186076,202944,Annual Review,L003
H0964,S0296,2023-01-07,112108,123874,Annual Review,L003
H0965,S0416,2021-09-02,62364,73896,Performance Bonus,L002
H0966,S0319,2024-10-12,26124,31155,Promotion,L001
H0967,S0216,2023-05-12,156851,170573,Performance Bonus,L001
H0968,S0256,2022-08-26,142212,164841,Cost of Living Adjustment,L003
H0969,S0184,2021-04-29,27011,29944,Promotion,L005
H0970,S0212,2021-10-29,156082,177210,Performance Bonus,L003
H0971,S0267,2021-08-01,69703,77208,Promotion,L004
H0972,S0265,2020-07-23,151900,174068,Promotion,L005
H0973,S0044,2023-12-18,116999,136651,Cost of Living Adjustment,L004
H0974,S0300,2024-07-29,175146,196563,Annual Review,L002
H0975,S0181,2021-02-17,95317,103956,Cost of Living Adjustment,L002
H0976,S0283,2022-05-01,34007,35744,Performance Bonus,L001
H0977,S0008,2025-03-17,72820,85572,Cost of Living Adjustment,L001
H0978,S0444,2020-06-08,130412,144271,Cost of Living Adjustment,L001
H0979,S0369,2021-04-16,104806,110248,Annual Review,L001
H0980,S0101,2022-02-24,75415,89971,Performance Bonus,L005
H0981,S0066,2022-08-22,114577,125654,Promotion,L005
H0982,S0491,2023-06-26,151109,170055,Promotion,L003
H0983,S0288,2023-01-30,144222,160104,Promotion,L004
H0984,S0450,2022-04-09,79051,85522,Promotion,L002
H0985,S0366,2023-05-27,40533,44830,Performance Bonus,L005
H0986,S0008,2020-07-22,86768,95627,Performance Bonus,L004
H0987,S0374,2023-01-09,86887,103754,Annual Review,L004
H0988,S0496,2022-04-25,41144,45431,Performance Bonus,L002
H0989,S0163,2023-01-01,110082,123710,Cost of Living Adjustment,L005
H0990,S0265,2022-04-14,30582,36265,Performance Bonus,L004
H0991,S0174,2022-09-27,73526,78269,Annual Review,L004
H0992,S0111,2022-04-15,111047,122351,Annual Review,L003
H0993,S0345,2020-08-21,122346,136778,Promotion,L001
H0994,S0267,2023-02-23,55440,63150,Promotion,L004
H0995,S0110,2022-12-29,181716,210123,Performance Bonus,L004
H0996,S0109,2023-05-11,47624,53554,Annual Review,L004
H0997,S0483,2022-09-01,137844,161420,Annual Review,L005
H0998,S0390,2021-12-26,156537,175512,Annual Review,L003
H0999,S0112,2020-10-06,60173,66800,Performance Bonus,L002
H1000,S0202,2020-09-12,181030,209633,Annual Review,L004
H1001,S0084,2023-07-21,39462,44371,Cost of Living Adjustment,L005
H1002,S0093,2020-06-19,104428,113927,Promotion,L002
H1003,S0233,2023-09-26,97595,111873,Performance Bonus,L001
H1004,S0491,2023-09-19,41297,44313,Performance Bonus,L005
H1005,S0135,2024-06-04,132235,151687,Cost of Living Adjustment,L005
H1006,S0434,2021-03-24,65021,70010,Annual Review,L002
H1007,S0429,2022-03-03,180236,215857,Performance Bonus,L005
H1008,S0482,2022-11-30,104515,116227,Promotion,L005
H1009,S0397,2024-12-06,134005,144068,Promotion,L005
H1010,S0044,2023-10-06,109318,116046,Promotion,L003
H1011,S0194,2022-05-27,132205,152362,Annual Review,L001
H1012,S0345,2022-03-18,76368,80793,Promotion,L003
H1013,S0491,2023-04-22,118398,131572,Performance Bonus,L002
H1014,S0200,2022-06-25,144619,166295,Promotion,L004
H1015,S0127,2023-12-02,136106,145905,Performance Bonus,L002
H1016,S0435,2021-07-01,174966,196418,Annual Review,L005
H1017,S0091,2022-02-07,96066,108970,Promotion,L004
H1018,S0084,2024-06-16,180911,205824,Annual Review,L004
H1019,S0473,2024-08-29,134362,144167,Annual Review,L004
H1020,S0416,2021-06-27,169799,193040,Promotion,L005
H1021,S0462,2022-08-13,147473,169925,Performance Bonus,L005
H1022,S0286,2022-07-10,96066,102094,Performance Bonus,L004
H1023,S0279,2021-05-03,92885,104710,Annual Review,L005
H1024,S0204,2024-11-02,143518,155187,Promotion,L003
H1025,S0260,2022-08-14,100176,108352,Promotion,L002
H1026,S0153,2023-03-30,49025,52818,Cost of Living Adjustment,L001
H1027,S0277,2023-09-27,53082,58632,Annual Review,L004
H1028,S0310,2022-03-10,118798,129406,Promotion,L001
H1029,S0345,2023-02-19,96865,114649,Annual Review,L003
H1030,S0309,2025-01-22,160766,183221,Annual Review,L004
H1031,S0189,2023-09-19,55320,60842,Performance Bonus,L004
H1032,S0473,2024-07-13,97636,114799,Promotion,L003
H1033,S0235,2020-05-02,173442,197785,Performance Bonus,L001
H1034,S0112,2024-07-10,87724,93368,Promotion,L002
H1035,S0032,2024-01-19,133464,150556,Cost of Living Adjustment,L004
H1036,S0036,2021-01-28,177380,211120,Annual Review,L002
H1037,S0206,2022-10-16,105072,110822,Annual Review,L001
H1038,S0163,2023-12-15,99346,111025,Promotion,L004
H1039,S0089,2023-12-04,162995,177065,Annual Review,L005
H1040,S0049,2020-09-03,98017,114618,Cost of Living Adjustment,L004
H1041,S0480,2022-08-14,95894,106714,Promotion,L005
H1042,S0156,2021-10-14,74979,86001,Annual Review,L001
H1043,S0055,2024-01-03,173734,201693,Cost of Living Adjustment,L003
H1044,S0223,2020-11-19,117398,128765,Annual Review,L001
H1045,S0133,2024-01-10,56980,64744,Cost of Living Adjustment,L002
H1046,S0495,2022-03-09,140991,150826,Cost of Living Adjustment,L003
H1047,S0234,2021-03-08,78665,86850,Annual Review,L004
H1048,S0329,2020-05-08,98234,116708,Promotion,L005
H1049,S0305,2020-10-04,109308,117825,Performance Bonus,L003
H1050,S0264,2024-11-24,35313,37991,Performance Bonus,L001
H1051,S0371,2020-06-08,129069,151381,Promotion,L004
H1052,S0132,2022-06-29,32772,36792,Cost of Living Adjustment,L003
H1053,S0400,2022-07-21,178378,212717,Promotion,L002
H1054,S0457,2022-02-25,73918,85187,Cost of Living Adjustment,L002
H1055,S0044,2022-09-06,47479,50150,Promotion,L005
H1056,S0300,2023-08-26,111518,129369,Promotion,L005
H1057,S0456,2022-12-30,112498,122693,Promotion,L001
H1058,S0047,2021-05-21,176912,197719,Annual Review,L001
H1059,S0163,2024-09-29,89946,99148,Annual Review,L003
H1060,S0288,2022-08-29,139829,150423,Performance Bonus,L003
H1061,S0105,2025-03-17,110013,115568,Cost of Living Adjustment,L005
H1062,S0427,2021-09-04,87274,98069,Cost of Living Adjustment,L002
H1063,S0413,2024-01-23,176368,199024,Performance Bonus,L005
H1064,S0138,2020-09-26,119615,135842,Promotion,L004
H1065,S0278,2024-04-16,186603,222308,Performance Bonus,L005
H1066,S0141,2023-03-22,168416,181328,Cost of Living Adjustment,L002
H1067,S0164,2024-05-26,180739,200928,Promotion,L005
H1068,S0228,2020-10-17,66968,72826,Annual Review,L005
H1069,S0413,2022-01-27,42302,46785,Annual Review,L002
H1070,S0102,2025-04-01,26066,30504,Cost of Living Adjustment,L004
H1071,S0484,2020-10-31,155798,177338,Annual Review,L004
H1072,S0263,2021-11-03,89088,96536,Annual Review,L004
H1073,S0014,2024-05-03,185828,216038,Annual Review,L005
H1074,S0421,2024-10-29,57479,63471,Annual Review,L001
H1075,S0142,2021-01-28,132369,149989,Annual Review,L005
H1076,S0138,2023-03-27,160871,173958,Promotion,L005
H1077,S0011,2023-04-23,88017,96972,Cost of Living Adjustment,L004
H1078,S0092,2021-03-04,70399,76954,Cost of Living Adjustment,L003
H1079,S0087,2022-12-18,180896,210718,Annual Review,L001
H1080,S0355,2021-07-11,132169,150106,Annual Review,L005
H1081,S0241,2020-07-02,128884,148250,Cost of Living Adjustment,L004
H1082,S0209,2024-05-15,155459,172729,Promotion,L003
H1083,S0271,2020-06-06,81028,93004,Promotion,L003
H1084,S0290,2021-09-05,43354,49158,Annual Review,L002
H1085,S0195,2024-06-03,32742,38072,Annual Review,L005
H1086,S0055,2021-10-20,69179,80192,Promotion,L001
H1087,S0181,2025-02-16,57572,68448,Promotion,L003
H1088,S0341,2024-01-23,30115,32891,Cost of Living Adjustment,L003
H1089,S0276,2021-03-15,149089,161286,Annual Review,L005
H1090,S0005,2022-01-16,75109,86035,Cost of Living Adjustment,L004
H1091,S0352,2021-10-18,157842,175792,Performance Bonus,L001
H1092,S0214,2022-05-27,61512,70008,Performance Bonus,L002
H1093,S0227,2023-09-03,26955,30603,Performance Bonus,L003
H1094,S0297,2020-06-19,52982,61723,Cost of Living Adjustment,L003
H1095,S0052,2021-12-21,135411,153929,Annual Review,L005
H1096,S0163,2021-10-19,178391,202641,Performance Bonus,L003
H1097,S0485,2022-10-22,90637,104169,Cost of Living Adjustment,L004
H1098,S0142,2022-06-01,73064,79441,Promotion,L004
H1099,S0198,2025-04-16,164772,186226,Promotion,L005
H1100,S0436,2020-12-06,69844,80797,Promotion,L005
H1101,S0249,2024-12-04,50697,55456,Cost of Living Adjustment,L003
H1102,S0120,2020-05-27,26118,28654,Performance Bonus,L005
H1103,S0037,2022-02-15,91817,103215,Cost of Living Adjustment,L003
H1104,S0470,2023-10-26,187922,223722,Cost of Living Adjustment,L004
H1105,S0445,2021-01-24,170731,184599,Performance Bonus,L001
H1106,S0371,2024-06-04,32140,34407,Promotion,L005
H1107,S0424,2023-05-06,72898,86395,Annual Review,L005
H1108,S0363,2024-05-24,74493,87141,Annual Review,L003
H1109,S0247,2021-05-09,115956,131877,Performance Bonus,L004
H1110,S0106,2021-06-20,118998,127311,Annual Review,L003
H1111,S0316,2020-06-26,96530,112626,Cost of Living Adjustment,L002
H1112,S0144,2021-02-11,28710,31486,Annual Review,L003
H1113,S0088,2022-08-09,99355,111718,Cost of Living Adjustment,L001
H1114,S0476,2022-03-28,157971,176963,Promotion,L003
H1115,S0280,2024-12-28,75776,89159,Performance Bonus,L001
H1116,S0221,2021-02-09,78832,83749,Annual Review,L003
H1117,S0298,2023-04-28,157405,179735,Cost of Living Adjustment,L002
H1118,S0198,2021-01-18,150410,159708,Promotion,L003
H1119,S0427,2024-03-28,166509,193096,Promotion,L003
H1120,S0016,2023-04-28,174852,196575,Annual Review,L001
H1121,S0409,2020-09-27,51344,60091,Promotion,L002
H1122,S0128,2021-08-07,136819,151607,Promotion,L003
H1123,S0318,2020-06-01,100509,109932,Cost of Living Adjustment,L001
H1124,S0072,2021-08-30,93593,105563,Promotion,L003
H1125,S0318,2020-09-14,133935,157882,Annual Review,L001
H1126,S0176,2022-10-07,145257,154783,Promotion,L001
H1127,S0475,2022-11-29,121435,137085,Annual Review,L001
H1128,S0159,2023-07-05,185210,219316,Performance Bonus,L001
H1129,S0456,2024-06-07,114339,131665,Performance Bonus,L002
H1130,S0182,2022-02-13,66565,77394,Performance Bonus,L002
H1131,S0185,2022-11-07,42183,50228,Cost of Living Adjustment,L005
H1132,S0009,2021-10-09,92623,109942,Promotion,L002
H1133,S0305,2023-02-23,145495,161829,Annual Review,L003
H1134,S0478,2021-12-02,49311,54673,Cost of Living Adjustment,L003
H1135,S0217,2020-07-02,128648,143182,Performance Bonus,L004
H1136,S0032,2024-01-05,142107,156006,Performance Bonus,L003
H1137,S0382,2022-03-06,151012,173489,Performance Bonus,L004
H1138,S0058,2023-05-13,76044,91049,Promotion,L003
H1139,S0213,2021-02-04,113952,133436,Performance Bonus,L001
H1140,S0109,2020-08-23,84251,97889,Annual Review,L002
H1141,S0126,2020-06-22,54807,60489,Performance Bonus,L005
H1142,S0047,2024-04-16,129580,154220,Annual Review,L001
H1143,S0291,2021-03-26,104162,123187,Promotion,L001
H1144,S0223,2024-10-20,82063,93496,Cost of Living Adjustment,L004
H1145,S0084,2024-02-11,184636,204694,Promotion,L004
H1146,S0216,2023-02-18,49007,57111,Cost of Living Adjustment,L004
H1147,S0012,2020-05-24,83276,88158,Cost of Living Adjustment,L005
H1148,S0150,2021-02-20,95380,103816,Cost of Living Adjustment,L004
H1149,S0443,2024-06-30,174912,191201,Performance Bonus,L001
H1150,S0228,2025-04-20,171523,191517,Promotion,L003
H1151,S0043,2023-04-18,149739,176418,Promotion,L004
H1152,S0067,2021-07-23,189661,225017,Performance Bonus,L002
H1153,S0455,2021-08-31,137719,157638,Annual Review,L005
H1154,S0030,2020-06-17,29013,31930,Annual Review,L003
H1155,S0320,2022-12-09,80162,87908,Cost of Living Adjustment,L004
H1156,S0056,2024-05-10,181006,213763,Annual Review,L001
H1157,S0294,2022-06-06,75434,87880,Annual Review,L003
H1158,S0353,2024-02-07,146164,167398,Performance Bonus,L003
H1159,S0180,2024-09-17,97766,106794,Promotion,L004
H1160,S0008,2024-06-22,136939,163298,Annual Review,L004
H1161,S0430,2023-12-19,142287,151669,Performance Bonus,L003
H1162,S0175,2024-02-01,161579,190988,Cost of Living Adjustment,L001
H1163,S0125,2021-05-25,120528,135774,Promotion,L002
H1164,S0330,2020-11-17,75336,84350,Cost of Living Adjustment,L003
H1165,S0433,2024-05-19,118405,127068,Promotion,L004
H1166,S0454,2024-09-01,92041,108579,Annual Review,L004
H1167,S0385,2023-12-31,104055,115538,Promotion,L005
H1168,S0481,2022-04-11,104364,112127,Promotion,L005
H1169,S0492,2020-09-25,58483,64922,Cost of Living Adjustment,L004
H1170,S0478,2020-08-27,29184,34647,Annual Review,L002
H1171,S0440,2023-03-30,102943,123366,Performance Bonus,L003
H1172,S0196,2022-10-18,141241,148615,Promotion,L003
H1173,S0371,2023-09-03,146316,156244,Promotion,L002
H1174,S0145,2025-02-28,125168,144728,Performance Bonus,L004
H1175,S0151,2020-12-08,34620,40568,Annual Review,L003
H1176,S0067,2023-12-22,184259,216606,Annual Review,L004
H1177,S0331,2023-11-10,180265,205114,Performance Bonus,L003
H1178,S0344,2021-10-12,32798,35448,Annual Review,L005
H1179,S0082,2021-02-13,76379,85400,Performance Bonus,L005
H1180,S0088,2023-06-28,79867,91629,Annual Review,L001
H1181,S0160,2023-03-13,158819,173801,Performance Bonus,L004
H1182,S0175,2021-08-18,105107,123196,Cost of Living Adjustment,L001
H1183,S0183,2022-10-03,31057,34235,Cost of Living Adjustment,L002
H1184,S0201,2023-09-01,54372,62401,Cost of Living Adjustment,L001
H1185,S0055,2021-04-20,145312,153774,Promotion,L001
H1186,S0113,2022-08-08,94874,106576,Performance Bonus,L002
H1187,S0006,2024-04-07,183970,194316,Performance Bonus,L004
H1188,S0171,2025-02-04,166884,197054,Cost of Living Adjustment,L001
H1189,S0370,2023-05-17,32471,34222,Performance Bonus,L004
H1190,S0179,2022-08-15,146424,173425,Cost of Living Adjustment,L002
H1191,S0468,2025-03-05,125600,141650,Cost of Living Adjustment,L001
H1192,S0443,2020-07-15,81823,93537,Performance Bonus,L004
H1193,S0184,2023-04-06,149614,162868,Cost of Living Adjustment,L003
H1194,S0187,2024-02-06,66712,77485,Performance Bonus,L002
H1195,S0274,2022-08-03,108439,123063,Cost of Living Adjustment,L002
H1196,S0267,2024-06-16,68343,78806,Cost of Living Adjustment,L002
H1197,S0284,2025-03-14,32973,34728,Annual Review,L005
H1198,S0077,2024-06-28,112638,133615,Annual Review,L002
H1199,S0374,2023-01-08,170556,187585,Cost of Living Adjustment,L005
H1200,S0023,2020-07-12,187955,222695,Annual Review,L005
H1201,S0161,2025-03-26,165025,184905,Promotion,L005
H1202,S0262,2025-03-27,85261,101286,Annual Review,L003
H1203,S0265,2024-02-19,34835,41549,Cost of Living Adjustment,L004
H1204,S0311,2023-06-23,98476,112118,Promotion,L003
H1205,S0429,2025-01-29,39869,46705,Promotion,L004
H1206,S0313,2021-07-17,93622,104406,Performance Bonus,L002
H1207,S0194,2022-11-01,59284,66483,Promotion,L004
H1208,S0072,2022-07-28,78338,90805,Performance Bonus,L001
H1209,S0339,2020-12-31,98393,115542,Annual Review,L001
H1210,S0143,2024-08-10,36747,44072,Promotion,L005
H1211,S0303,2023-10-26,30053,32355,Cost of Living Adjustment,L005
H1212,S0336,2022-02-11,134589,149850,Cost of Living Adjustment,L002
H1213,S0292,2020-05-13,43758,50362,Promotion,L001
H1214,S0404,2021-05-24,174628,200675,Performance Bonus,L003
H1215,S0196,2021-12-25,79785,86605,Annual Review,L005
H1216,S0401,2021-04-24,45910,48696,Cost of Living Adjustment,L003
H1217,S0227,2023-03-23,45255,49502,Promotion,L003
H1218,S0315,2021-11-07,74345,78555,Promotion,L004
H1219,S0398,2024-07-13,69050,77654,Promotion,L004
H1220,S0021,2023-04-22,142834,159205,Promotion,L004
H1221,S0138,2021-12-06,126987,152371,Performance Bonus,L005
H1222,S0200,2022-10-31,85303,90362,Cost of Living Adjustment,L001
H1223,S0017,2021-06-24,43899,47584,Cost of Living Adjustment,L002
H1224,S0180,2020-07-20,175148,199183,Promotion,L005
H1225,S0213,2023-02-04,73567,83251,Promotion,L005
H1226,S0338,2022-05-27,40783,43085,Annual Review,L003
H1227,S0462,2024-05-27,43363,46460,Promotion,L001
H1228,S0165,2023-10-11,51277,61335,Annual Review,L001
H1229,S0482,2021-03-06,86636,101214,Annual Review,L001
H1230,S0319,2021-02-26,177108,200802,Performance Bonus,L001
H1231,S0452,2022-07-02,103521,110049,Promotion,L003
H1232,S0207,2021-12-31,125914,148992,Annual Review,L002
H1233,S0494,2024-06-07,56635,63551,Cost of Living Adjustment,L002
H1234,S0177,2024-04-16,149786,161655,Promotion,L004
H1235,S0326,2021-04-12,100404,110745,Annual Review,L002
H1236,S0453,2020-08-24,174142,188200,Promotion,L004
H1237,S0064,2021-09-24,65497,74628,Promotion,L001
H1238,S0190,2021-10-26,102175,121856,Performance Bonus,L004
H1239,S0080,2023-02-18,168503,198483,Annual Review,L004
H1240,S0472,2023-02-24,29135,34185,Cost of Living Adjustment,L005
H1241,S0398,2021-01-28,116562,136576,Promotion,L001
H1242,S0194,2021-12-01,110554,119633,Performance Bonus,L005
H1243,S0353,2022-03-17,110844,120782,Performance Bonus,L004
H1244,S0336,2021-07-31,32033,34810,Annual Review,L001
H1245,S0461,2022-08-23,86931,94423,Cost of Living Adjustment,L004
H1246,S0118,2023-07-01,95771,108833,Cost of Living Adjustment,L004
H1247,S0321,2020-09-30,149935,170353,Annual Review,L003
H1248,S0464,2025-03-23,71200,78165,Cost of Living Adjustment,L003
H1249,S0185,2023-07-26,158563,179086,Cost of Living Adjustment,L005
H1250,S0205,2021-04-11,154982,183233,Cost of Living Adjustment,L002
H1251,S0288,2024-08-16,114971,121043,Annual Review,L004
H1252,S0090,2020-11-11,48624,51237,Performance Bonus,L005
H1253,S0235,2020-12-02,138386,161099,Promotion,L003
H1254,S0241,2021-11-05,62350,69062,Annual Review,L002
H1255,S0343,2024-09-28,164573,179876,Cost of Living Adjustment,L005
H1256,S0328,2023-10-24,119882,140913,Annual Review,L003
H1257,S0175,2023-01-18,148233,165379,Annual Review,L003
H1258,S0401,2022-07-06,26955,31007,Promotion,L003
H1259,S0245,2020-10-10,134816,150252,Promotion,L005
H1260,S0493,2022-03-19,96956,103763,Performance Bonus,L003
H1261,S0037,2024-02-01,75193,83902,Annual Review,L003
H1262,S0167,2023-04-17,81997,97983,Performance Bonus,L005
H1263,S0338,2024-07-10,187649,206368,Annual Review,L005
H1264,S0065,2021-05-01,132613,148668,Annual Review,L004
H1265,S0187,2024-01-07,112244,120993,Performance Bonus,L003
H1266,S0417,2024-05-07,128729,148700,Cost of Living Adjustment,L003
H1267,S0261,2023-07-12,28740,31890,Performance Bonus,L002
H1268,S0494,2021-12-29,185867,195791,Promotion,L003
H1269,S0461,2020-08-28,31342,34676,Annual Review,L003
H1270,S0064,2024-05-31,100187,109383,Cost of Living Adjustment,L005
H1271,S0012,2023-03-05,62844,73416,Performance Bonus,L001
H1272,S0064,2020-05-07,101066,119710,Promotion,L005
H1273,S0392,2025-02-02,80430,92810,Annual Review,L005
H1274,S0144,2023-02-15,156369,179039,Promotion,L004
H1275,S0479,2024-06-19,168881,188589,Annual Review,L004
H1276,S0447,2022-02-02,148843,174770,Performance Bonus,L003
H1277,S0284,2023-06-04,179590,197986,Cost of Living Adjustment,L003
H1278,S0406,2021-05-29,83478,90644,Performance Bonus,L001
H1279,S0005,2022-03-18,40490,44918,Promotion,L001
H1280,S0026,2020-06-12,29294,34380,Annual Review,L002
H1281,S0127,2024-03-30,126055,149705,Cost of Living Adjustment,L001
H1282,S0274,2020-07-10,156416,166080,Annual Review,L003
H1283,S0140,2024-09-15,114966,128667,Promotion,L002
H1284,S0483,2021-09-19,101419,115048,Annual Review,L005
H1285,S0275,2024-12-15,162028,189156,Cost of Living Adjustment,L005
H1286,S0341,2022-06-01,161502,193535,Promotion,L005
H1287,S0157,2023-11-06,41965,46869,Cost of Living Adjustment,L004
H1288,S0228,2023-10-10,77577,83202,Annual Review,L003
H1289,S0118,2022-02-08,156995,179190,Performance Bonus,L005
H1290,S0213,2023-03-31,91311,97541,Promotion,L005
H1291,S0035,2021-12-14,104097,114475,Annual Review,L004
H1292,S0259,2022-10-25,184691,219011,Cost of Living Adjustment,L004
H1293,S0368,2020-05-30,162743,183253,Performance Bonus,L004
H1294,S0180,2023-08-23,111579,117687,Cost of Living Adjustment,L005
H1295,S0268,2024-01-24,189959,220132,Performance Bonus,L003
H1296,S0199,2021-10-09,176494,189420,Promotion,L001
H1297,S0171,2024-03-27,144790,167229,Promotion,L003
H1298,S0282,2021-03-10,46313,54208,Promotion,L003
H1299,S0157,2021-03-30,137099,163597,Annual Review,L004
H1300,S0325,2023-01-31,121481,141181,Annual Review,L005
H1301,S0498,2022-02-22,106795,116918,Cost of Living Adjustment,L003
H1302,S0176,2023-06-05,70066,78621,Performance Bonus,L001
H1303,S0463,2023-07-08,112959,130812,Performance Bonus,L001
H1304,S0226,2021-01-19,160258,178072,Performance Bonus,L004
H1305,S0067,2023-12-25,36937,43527,Performance Bonus,L004
H1306,S0142,2021-07-08,145863,168981,Cost of Living Adjustment,L001
H1307,S0309,2024-12-10,180672,203572,Performance Bonus,L002
H1308,S0353,2023-10-31,93845,100544,Cost of Living Adjustment,L001
H1309,S0475,2021-04-17,44635,49792,Performance Bonus,L003
H1310,S0430,2025-02-16,83375,90489,Annual Review,L004
H1311,S0472,2020-05-15,58282,61782,Cost of Living Adjustment,L003
H1312,S0240,2022-11-23,153363,164999,Promotion,L005
H1313,S0121,2024-12-02,178751,201003,Annual Review,L004
H1314,S0260,2023-02-19,105192,118543,Cost of Living Adjustment,L005
