Room_ID,Location_ID,Room_Type,Capacity,Admission_ID,Occupancy_Status,Last_Cleaned
R02293,L003,General,2,,Occupied,2024-08-19
R02294,L005,ICU,4,ADM03227,Occupied,2025-03-16
R02295,L005,Private,1,ADM06225,Vacant,2024-05-21
R02296,L004,General,1,ADM09722,Occupied,2025-04-21
R02297,L004,General,4,ADM07228,Vacant,2025-01-29
R02298,L004,General,1,ADM07306,Occupied,2025-04-02
R02299,L004,ICU,1,ADM08840,Occupied,2024-10-12
R02300,L004,ICU,1,ADM07465,Occupied,2025-03-09
R02301,L002,General,4,ADM09425,Occupied,2024-10-28
R02302,L002,ICU,4,ADM05900,Occupied,2025-01-06
R02303,L002,General,1,ADM00422,Vacant,2025-02-12
R02304,L002,Semi-Private,4,ADM03075,Occupied,2025-03-15
R02305,L001,Private,2,ADM02373,Occupied,2025-04-16
R02306,L001,ICU,2,ADM02565,Occupied,2024-09-15
R02307,L002,General,1,ADM09481,Vacant,2024-04-24
R02308,L005,Semi-Private,4,ADM09000,Occupied,2024-07-10
R02309,L003,Semi-Private,2,ADM04529,Occupied,2025-02-26
R02310,L005,Semi-Private,2,ADM03299,Vacant,2025-04-17
R02311,L003,General,4,ADM03086,Vacant,2025-03-07
R02312,L005,Private,2,,Vacant,2025-02-07
R02313,L003,ICU,1,ADM02079,Vacant,2024-12-23
R02314,L005,General,4,ADM07855,Occupied,2024-05-28
R02315,L001,Private,2,ADM08503,Vacant,2024-06-17
R02316,L002,Semi-Private,1,,Occupied,2024-06-21
R02317,L003,Private,4,,Occupied,2024-10-21
R02318,L005,ICU,1,ADM07797,Occupied,2024-08-29
R02319,L002,General,2,ADM05511,Occupied,2024-05-06
R02320,L005,Private,1,ADM03723,Occupied,2025-01-20
R02321,L003,General,1,ADM01383,Occupied,2025-03-17
R02322,L003,Private,4,ADM06483,Occupied,2025-03-09
R02323,L005,Semi-Private,4,ADM00939,Occupied,2025-01-06
R02324,L005,Private,2,ADM00816,Occupied,2024-07-07
R02325,L003,Private,1,,Occupied,2024-08-31
R02326,L005,Semi-Private,1,ADM01026,Occupied,2025-01-20
R02327,L002,General,4,ADM06143,Occupied,2025-02-03
R02328,L004,ICU,4,ADM01423,Vacant,2024-06-19
R02329,L004,Semi-Private,4,,Vacant,2024-08-16
R02330,L002,General,4,,Occupied,2024-12-30
R02331,L002,Private,1,ADM01446,Occupied,2024-09-07
R02332,L001,General,4,ADM09504,Occupied,2024-11-24
R02333,L004,Private,1,ADM07136,Occupied,2025-01-23
R02334,L005,ICU,4,ADM06043,Occupied,2024-06-10
R02335,L003,Private,2,ADM05588,Occupied,2025-01-20
R02336,L002,Semi-Private,1,ADM07537,Vacant,2024-07-17
R02337,L003,ICU,4,ADM09143,Occupied,2024-07-27
R02338,L003,General,2,ADM08653,Occupied,2025-01-28
R02339,L005,Semi-Private,4,ADM03525,Occupied,2024-10-24
R02340,L001,General,2,ADM04784,Vacant,2024-07-26
R02341,L004,Private,1,ADM06120,Occupied,2024-09-22
R02342,L004,General,1,ADM03051,Vacant,2024-09-10
R02343,L002,ICU,2,ADM03705,Occupied,2025-01-22
R02344,L005,General,1,ADM06374,Occupied,2024-08-15
R02345,L004,General,1,ADM03933,Occupied,2024-09-27
R02346,L004,ICU,2,ADM09651,Occupied,2025-01-07
R02347,L002,Private,4,,Occupied,2024-11-21
R02348,L004,ICU,1,ADM03566,Occupied,2024-11-11
R02349,L002,General,4,ADM04648,Vacant,2025-04-05
R02350,L003,Semi-Private,2,ADM04461,Occupied,2024-07-18
R02351,L005,General,2,ADM01950,Occupied,2025-04-07
R02352,L004,Semi-Private,4,ADM01121,Vacant,2024-09-05
R02353,L004,Semi-Private,2,ADM07024,Occupied,2025-04-12
R02354,L005,General,2,ADM07229,Vacant,2024-05-25
R02355,L004,General,2,ADM09819,Occupied,2024-12-18
R02356,L002,ICU,2,ADM05513,Occupied,2024-07-29
R02357,L005,Semi-Private,1,ADM03485,Occupied,2024-11-10
R02358,L002,Private,1,,Occupied,2025-01-26
R02359,L003,Semi-Private,4,ADM05055,Vacant,2025-02-13
R02360,L002,General,2,ADM03335,Occupied,2025-03-04
R02361,L003,Semi-Private,2,ADM07185,Occupied,2024-08-11
R02362,L005,Private,2,ADM02557,Occupied,2025-02-24
R02363,L003,ICU,1,,Vacant,2024-05-19
R02364,L003,Semi-Private,1,ADM04845,Occupied,2025-03-16
R02365,L005,ICU,1,ADM04316,Occupied,2024-11-07
R02366,L004,Semi-Private,4,ADM03369,Occupied,2025-02-23
R02367,L001,ICU,4,ADM01243,Occupied,2024-08-12
R02368,L005,ICU,4,ADM05033,Occupied,2025-04-18
R02369,L002,General,1,,Vacant,2025-02-20
R02370,L001,Private,4,ADM00990,Occupied,2024-09-25
R02371,L003,General,1,ADM00482,Occupied,2024-11-26
R02372,L001,General,1,ADM04289,Occupied,2025-03-30
R02373,L004,Private,4,ADM02386,Vacant,2024-11-29
R02374,L002,Semi-Private,4,ADM07036,Occupied,2024-09-26
R02375,L003,ICU,4,ADM04245,Occupied,2025-02-04
R02376,L003,Semi-Private,2,ADM00447,Occupied,2025-03-30
R02377,L003,Private,4,ADM03764,Occupied,2024-06-08
R02378,L004,Semi-Private,2,ADM06580,Occupied,2025-02-04
R02379,L001,Semi-Private,1,ADM00348,Occupied,2025-01-21
R02380,L005,ICU,4,ADM00973,Vacant,2024-09-07
R02381,L005,ICU,1,ADM02119,Vacant,2025-01-04
R02382,L005,General,1,ADM02444,Vacant,2025-01-19
R02383,L003,ICU,2,,Occupied,2025-04-21
R02384,L002,Semi-Private,1,ADM00823,Occupied,2024-11-29
R02385,L004,General,1,ADM06093,Vacant,2024-04-29
R02386,L005,Private,4,ADM06237,Occupied,2024-06-29
R02387,L005,ICU,2,ADM04997,Occupied,2024-10-23
R02388,L001,General,4,ADM03274,Occupied,2024-04-25
R02389,L001,ICU,4,ADM00578,Occupied,2024-05-22
R02390,L005,ICU,4,ADM03732,Occupied,2024-09-25
R02391,L003,ICU,1,ADM00009,Vacant,2025-04-05
R02392,L005,Semi-Private,4,ADM02791,Occupied,2024-10-12
R02393,L001,Semi-Private,4,ADM05887,Occupied,2024-05-11
R02394,L005,Semi-Private,2,ADM08374,Occupied,2025-04-13
R02395,L002,Semi-Private,2,ADM03810,Occupied,2024-06-13
R02396,L001,General,1,,Occupied,2024-09-09
R02397,L001,Semi-Private,1,ADM05388,Vacant,2024-12-07
R02398,L004,Semi-Private,1,ADM09553,Occupied,2024-08-21
R02399,L003,ICU,4,,Vacant,2024-12-12
R02400,L005,ICU,2,ADM03282,Occupied,2024-08-04
R02401,L003,Semi-Private,2,ADM02308,Occupied,2025-02-13
R02402,L004,General,2,ADM00313,Vacant,2025-02-05
R02403,L004,ICU,4,ADM03950,Occupied,2024-10-14
R02404,L002,ICU,1,ADM07144,Occupied,2025-02-03
R02405,L001,Private,2,ADM07005,Occupied,2024-06-27
R02406,L005,Semi-Private,4,ADM08961,Vacant,2024-08-25
R02407,L003,General,4,ADM07469,Occupied,2025-01-12
R02408,L003,ICU,2,,Occupied,2024-09-28
R02409,L005,Semi-Private,4,ADM00728,Occupied,2024-12-02
R02410,L004,Semi-Private,1,,Occupied,2024-10-21
R02411,L003,Semi-Private,4,ADM02655,Occupied,2024-06-16
R02412,L002,ICU,1,ADM03125,Vacant,2025-03-21
R02413,L002,ICU,2,,Vacant,2024-09-30
R02414,L004,General,2,ADM03082,Occupied,2025-01-02
R02415,L002,Semi-Private,4,ADM06308,Occupied,2025-04-04
R02416,L005,Private,2,ADM06668,Occupied,2025-02-22
R02417,L004,ICU,4,ADM05347,Occupied,2025-02-05
R02418,L001,General,1,ADM04280,Vacant,2024-12-22
R02419,L003,General,4,ADM01582,Vacant,2025-03-01
R02420,L004,General,4,ADM03967,Vacant,2024-06-08
R02421,L004,ICU,2,ADM09555,Occupied,2025-04-08
R02422,L005,General,2,ADM03114,Vacant,2024-08-20
R02423,L002,General,2,ADM07707,Occupied,2024-09-03
R02424,L003,ICU,2,ADM08641,Occupied,2025-01-15
R02425,L005,ICU,4,ADM05117,Vacant,2025-02-23
R02426,L001,Private,2,ADM08021,Occupied,2024-11-19
R02427,L003,Semi-Private,4,ADM08500,Occupied,2024-06-22
R02428,L002,Private,1,ADM04287,Occupied,2024-07-12
R02429,L002,ICU,1,ADM08347,Occupied,2024-08-06
R02430,L002,ICU,2,ADM04752,Occupied,2024-09-09
R02431,L002,Private,2,ADM08816,Occupied,2024-10-24
R02432,L002,Semi-Private,2,ADM02323,Occupied,2024-12-22
R02433,L003,Semi-Private,1,,Occupied,2024-10-06
R02434,L002,ICU,2,,Occupied,2024-04-28
R02435,L004,General,1,ADM09231,Occupied,2024-06-15
R02436,L004,Private,4,ADM06673,Occupied,2024-11-28
R02437,L002,General,1,ADM08386,Occupied,2025-04-24
R02438,L002,Private,2,ADM04815,Occupied,2024-12-15
R02439,L004,ICU,1,ADM07631,Occupied,2025-03-07
R02440,L005,ICU,1,ADM04489,Occupied,2024-07-11
R02441,L003,ICU,1,ADM07831,Occupied,2025-02-03
R02442,L001,Private,1,ADM00729,Occupied,2024-08-14
R02443,L005,Semi-Private,2,,Occupied,2024-04-25
R02444,L004,Private,2,ADM00173,Occupied,2025-02-15
R02445,L003,Semi-Private,1,,Occupied,2024-11-25
R02446,L001,ICU,4,ADM00774,Occupied,2024-09-24
R02447,L003,Semi-Private,4,ADM01782,Occupied,2025-01-12
R02448,L002,Private,2,ADM06473,Occupied,2024-09-28
R02449,L001,General,2,ADM09719,Occupied,2025-01-07
R02450,L003,ICU,1,ADM02483,Occupied,2024-11-13
R02451,L001,General,1,ADM01564,Occupied,2025-01-05
R02452,L002,General,1,,Vacant,2024-05-18
R02453,L002,ICU,4,ADM02979,Occupied,2025-01-09
R02454,L001,Private,4,ADM09554,Vacant,2024-12-06
R02455,L003,ICU,4,ADM07957,Occupied,2024-12-25
R02456,L001,Private,4,ADM08431,Occupied,2025-01-10
R02457,L003,ICU,1,,Occupied,2024-06-30
R02458,L003,General,1,,Occupied,2024-10-27
R02459,L002,Private,1,ADM03314,Occupied,2024-10-15
R02460,L001,ICU,2,,Occupied,2024-10-08
R02461,L003,ICU,4,ADM00996,Occupied,2025-03-16
R02462,L004,General,4,ADM05804,Vacant,2025-04-16
R02463,L003,Private,4,ADM06143,Occupied,2024-12-19
R02464,L004,Private,1,,Occupied,2025-01-13
R02465,L003,ICU,4,ADM00712,Occupied,2024-09-09
R02466,L003,ICU,2,ADM04335,Occupied,2024-10-01
R02467,L001,Semi-Private,2,,Vacant,2024-10-05
R02468,L001,General,2,ADM03002,Occupied,2024-10-03
R02469,L005,General,1,ADM04079,Vacant,2024-11-12
R02470,L002,Semi-Private,4,ADM08404,Occupied,2024-07-18
R02471,L005,ICU,2,ADM04224,Vacant,2024-07-20
R02472,L002,General,1,ADM01371,Occupied,2024-09-21
R02473,L004,Private,4,ADM03048,Vacant,2025-02-07
R02474,L002,Semi-Private,1,ADM01877,Occupied,2024-04-24
R02475,L004,ICU,4,ADM02366,Vacant,2025-04-03
R02476,L005,Semi-Private,1,ADM01522,Occupied,2024-09-16
R02477,L001,ICU,4,,Occupied,2024-09-07
R02478,L003,Semi-Private,1,,Occupied,2025-04-22
R02479,L005,Semi-Private,4,ADM04692,Occupied,2025-03-24
R02480,L005,General,2,ADM02652,Occupied,2025-04-02
R02481,L004,ICU,2,ADM02562,Vacant,2024-05-27
R02482,L001,ICU,4,ADM06106,Occupied,2024-06-24
R02483,L001,Semi-Private,2,ADM00282,Occupied,2025-02-15
R02484,L004,General,1,ADM03803,Vacant,2024-08-04
R02485,L003,Private,1,,Occupied,2024-07-18
R02486,L001,General,4,,Occupied,2025-04-13
R02487,L002,Private,2,ADM05309,Occupied,2024-08-20
R02488,L005,General,1,ADM08039,Vacant,2024-05-21
R02489,L001,ICU,2,ADM04716,Occupied,2025-02-09
R02490,L002,Private,4,ADM07531,Occupied,2024-05-27
R02491,L003,ICU,2,ADM03074,Occupied,2024-05-04
R02492,L004,Private,4,,Occupied,2025-01-28
R02493,L001,ICU,1,,Occupied,2024-12-05
R02494,L001,Semi-Private,1,ADM07495,Occupied,2025-04-05
R02495,L002,Private,4,ADM00482,Vacant,2024-05-02
R02496,L003,ICU,2,,Vacant,2024-09-23
R02497,L005,ICU,2,ADM02050,Occupied,2025-02-27
R02498,L001,ICU,2,ADM03948,Occupied,2024-07-31
R02499,L005,Semi-Private,2,ADM08323,Occupied,2025-04-17
R02500,L005,General,4,,Occupied,2024-06-24
R02501,L004,Semi-Private,2,,Occupied,2025-03-20
R02502,L001,Private,2,ADM09670,Occupied,2025-01-29
R02503,L001,General,1,ADM04917,Occupied,2024-04-25
R02504,L002,Private,4,ADM03556,Occupied,2024-10-09
R02505,L002,ICU,2,ADM06251,Occupied,2024-12-26
R02506,L004,ICU,4,ADM06787,Vacant,2025-01-10
R02507,L004,Semi-Private,4,,Occupied,2024-07-16
R02508,L001,ICU,2,ADM06445,Vacant,2025-03-11
R02509,L004,Private,1,,Occupied,2024-10-19
R02510,L002,ICU,4,ADM01247,Occupied,2024-05-06
R02511,L003,Semi-Private,1,ADM06972,Occupied,2025-03-10
R02512,L002,Private,1,ADM09222,Occupied,2025-03-22
R02513,L002,General,4,,Vacant,2024-10-10
R02514,L005,Semi-Private,4,ADM01597,Occupied,2024-07-28
R02515,L003,ICU,2,ADM06856,Occupied,2024-06-30
R02516,L005,ICU,4,ADM05685,Occupied,2024-07-21
R02517,L005,General,4,ADM00677,Occupied,2024-05-26
R02518,L002,ICU,1,ADM08094,Occupied,2024-06-11
R02519,L003,Semi-Private,2,ADM08617,Occupied,2024-09-04
R02520,L004,ICU,2,,Occupied,2024-09-18
R02521,L004,Semi-Private,1,ADM08426,Vacant,2025-02-05
R02522,L003,General,4,ADM05975,Occupied,2024-05-09
R02523,L001,Private,1,ADM07310,Vacant,2025-04-21
R02524,L002,ICU,2,ADM09210,Occupied,2024-09-16
R02525,L004,ICU,2,ADM04401,Occupied,2024-09-12
R02526,L002,General,2,ADM08375,Occupied,2024-09-29
R02527,L003,ICU,4,ADM05187,Occupied,2024-06-12
R02528,L002,Private,2,,Occupied,2025-03-27
R02529,L002,Semi-Private,2,ADM04669,Occupied,2024-12-18
R02530,L004,ICU,1,,Occupied,2024-09-15
R02531,L005,Semi-Private,2,ADM04444,Occupied,2024-08-20
R02532,L002,Semi-Private,1,ADM01671,Occupied,2025-03-21
R02533,L002,Private,4,ADM09696,Occupied,2025-01-27
R02534,L004,General,2,ADM08498,Occupied,2025-02-11
R02535,L001,Private,1,ADM07392,Occupied,2024-09-02
R02536,L002,Private,4,ADM04832,Occupied,2024-12-17
R02537,L001,Private,4,ADM09999,Occupied,2025-02-02
R02538,L001,ICU,2,ADM00570,Occupied,2024-08-31
R02539,L004,Semi-Private,4,,Vacant,2024-10-15
R02540,L003,General,2,ADM06464,Occupied,2025-02-01
R02541,L002,Semi-Private,1,ADM04276,Occupied,2024-05-08
R02542,L005,General,4,,Vacant,2025-02-15
R02543,L001,Semi-Private,1,ADM02714,Occupied,2024-11-22
R02544,L002,Semi-Private,4,ADM01391,Occupied,2024-07-12
R02545,L001,Semi-Private,2,ADM08743,Occupied,2025-04-16
R02546,L004,ICU,4,ADM07388,Vacant,2025-04-04
R02547,L001,Private,1,ADM01053,Occupied,2024-05-06
R02548,L005,Private,2,ADM09618,Occupied,2024-07-04
R02549,L003,ICU,4,,Occupied,2025-03-22
R02550,L002,Semi-Private,2,ADM06212,Occupied,2025-01-19
R02551,L003,Private,4,ADM00493,Occupied,2025-03-21
R02552,L004,Semi-Private,1,ADM08398,Occupied,2024-07-21
R02553,L005,ICU,2,ADM04020,Occupied,2024-05-07
R02554,L001,General,4,ADM03470,Occupied,2025-01-08
R02555,L001,Private,4,ADM03092,Occupied,2024-07-14
R02556,L005,Private,4,ADM01193,Occupied,2024-12-24
R02557,L004,Private,1,ADM03525,Vacant,2024-06-04
R02558,L002,ICU,2,ADM07056,Occupied,2024-10-07
R02559,L002,General,4,ADM04593,Occupied,2024-08-04
R02560,L002,Semi-Private,4,ADM00858,Occupied,2024-05-02
R02561,L003,General,4,ADM05527,Vacant,2025-03-22
R02562,L002,Private,4,ADM04351,Occupied,2024-12-05
R02563,L003,General,4,ADM00069,Occupied,2024-12-08
R02564,L001,ICU,1,ADM07265,Occupied,2024-06-01
R02565,L005,General,2,ADM04123,Occupied,2024-12-21
R02566,L002,General,1,ADM08345,Occupied,2024-09-30
R02567,L005,General,1,,Occupied,2024-06-04
R02568,L001,General,1,ADM02608,Occupied,2024-08-13
R02569,L005,General,1,ADM06449,Vacant,2024-12-02
R02570,L004,Semi-Private,1,,Occupied,2024-11-12
R02571,L003,Semi-Private,2,ADM00738,Occupied,2025-03-24
R02572,L001,Semi-Private,1,ADM09619,Occupied,2024-06-18
R02573,L003,General,2,ADM05067,Vacant,2024-09-29
R02574,L004,Private,2,ADM09841,Vacant,2024-06-30
R02575,L001,Private,1,ADM01018,Occupied,2024-05-03
R02576,L003,Private,2,ADM03323,Occupied,2024-07-22
R02577,L001,General,2,,Occupied,2024-11-14
R02578,L005,General,4,,Occupied,2024-05-02
R02579,L003,ICU,1,ADM08232,Occupied,2024-10-06
R02580,L002,Semi-Private,2,ADM01211,Vacant,2025-04-13
R02581,L004,ICU,2,,Occupied,2024-08-27
R02582,L002,Private,4,ADM09769,Occupied,2025-03-21
R02583,L001,General,2,ADM08464,Occupied,2025-02-05
R02584,L001,Private,1,ADM01918,Occupied,2025-03-21
R02585,L002,Private,1,ADM01894,Occupied,2024-06-02
R02586,L003,Private,4,ADM07035,Vacant,2024-04-24
R02587,L002,General,4,ADM08657,Vacant,2025-03-06
R02588,L002,Semi-Private,1,ADM08350,Occupied,2024-09-03
R02589,L003,ICU,2,ADM02927,Occupied,2024-08-19
R02590,L002,General,4,ADM06452,Occupied,2024-08-06
R02591,L004,General,2,,Occupied,2024-06-19
R02592,L002,Semi-Private,2,,Occupied,2025-03-28
R02593,L004,General,2,ADM08664,Occupied,2025-02-25
R02594,L002,ICU,2,ADM07774,Occupied,2025-01-19
R02595,L003,ICU,2,ADM02194,Occupied,2025-01-29
R02596,L001,Private,4,ADM06408,Occupied,2025-01-23
R02597,L004,ICU,1,ADM03492,Occupied,2025-03-03
R02598,L005,ICU,1,ADM03837,Vacant,2024-07-04
R02599,L005,Private,1,,Vacant,2024-09-23
R02600,L004,Semi-Private,2,,Vacant,2024-08-06
R02601,L004,Private,1,,Vacant,2024-10-10
R02602,L003,Private,1,ADM02984,Occupied,2025-02-24
R02603,L002,General,1,ADM04145,Occupied,2024-09-04
R02604,L003,Semi-Private,1,ADM05171,Occupied,2025-02-05
R02605,L004,Semi-Private,4,ADM06841,Occupied,2024-11-20
R02606,L002,Semi-Private,2,,Occupied,2025-04-12
R02607,L001,Private,2,,Occupied,2024-09-09
R02608,L003,Semi-Private,4,,Occupied,2024-06-05
R02609,L005,Private,1,ADM06641,Occupied,2024-10-17
R02610,L001,General,4,ADM03296,Vacant,2025-03-08
R02611,L005,Private,2,,Occupied,2024-06-06
R02612,L003,General,4,,Vacant,2024-09-29
R02613,L002,General,4,ADM04550,Occupied,2024-08-11
R02614,L002,General,2,ADM06138,Vacant,2024-08-31
R02615,L003,ICU,1,ADM05248,Occupied,2025-02-23
R02616,L002,General,2,ADM08956,Vacant,2024-10-26
R02617,L002,Semi-Private,2,ADM01035,Occupied,2024-11-20
R02618,L002,General,2,ADM09271,Vacant,2024-04-24
R02619,L004,ICU,4,,Occupied,2025-04-17
R02620,L002,General,2,,Occupied,2024-11-02
R02621,L001,Semi-Private,1,,Occupied,2025-02-20
R02622,L004,ICU,1,ADM07056,Occupied,2024-09-30
R02623,L001,Private,1,ADM00993,Occupied,2024-11-30
R02624,L003,General,2,ADM02663,Occupied,2024-08-18
R02625,L003,Private,1,ADM07237,Vacant,2024-11-03
R02626,L004,Semi-Private,4,ADM04756,Occupied,2025-02-18
R02627,L004,ICU,1,ADM00434,Occupied,2024-12-11
R02628,L003,Private,4,ADM01449,Occupied,2024-10-31
R02629,L005,Semi-Private,2,,Occupied,2024-08-25
R02630,L001,ICU,1,,Occupied,2025-01-05
R02631,L005,ICU,1,ADM02658,Vacant,2024-09-06
R02632,L001,General,1,,Occupied,2024-10-13
R02633,L004,ICU,2,ADM03122,Occupied,2025-04-19
R02634,L002,General,1,ADM04240,Vacant,2024-11-23
R02635,L004,ICU,4,ADM05899,Vacant,2024-09-15
R02636,L003,General,4,,Vacant,2024-10-30
R02637,L005,Semi-Private,2,ADM05220,Occupied,2024-11-17
R02638,L002,ICU,2,,Occupied,2025-02-08
R02639,L002,Private,2,ADM05368,Occupied,2025-03-13
R02640,L003,Private,4,ADM04363,Occupied,2024-05-28
R02641,L001,General,2,ADM00553,Occupied,2024-08-20
R02642,L004,Private,4,ADM04072,Vacant,2024-12-30
R02643,L001,Private,4,ADM01404,Occupied,2025-02-22
R02644,L005,ICU,1,,Occupied,2025-04-12
R02645,L001,General,2,ADM09621,Occupied,2025-01-31
R02646,L002,ICU,4,ADM00828,Occupied,2025-03-04
R02647,L005,Private,1,ADM02654,Occupied,2024-11-29
R02648,L004,Private,4,ADM00261,Occupied,2024-08-31
R02649,L004,Semi-Private,1,ADM02798,Occupied,2025-04-18
R02650,L001,Private,4,ADM08375,Occupied,2025-03-23
R02651,L003,General,2,,Occupied,2025-04-04
R02652,L004,ICU,1,ADM03915,Occupied,2024-06-01
R02653,L001,General,4,ADM06168,Occupied,2025-02-04
R02654,L001,Private,4,ADM00427,Occupied,2024-08-27
R02655,L003,ICU,4,ADM08132,Vacant,2024-07-03
R02656,L001,Private,1,ADM04893,Occupied,2024-12-22
R02657,L004,General,4,ADM00346,Occupied,2024-12-01
R02658,L004,ICU,1,ADM01950,Occupied,2024-10-03
R02659,L004,ICU,4,ADM05460,Occupied,2024-06-02
R02660,L002,ICU,1,ADM06222,Occupied,2024-11-06
R02661,L002,General,1,ADM06578,Vacant,2025-01-10
R02662,L001,Semi-Private,1,ADM03438,Occupied,2024-08-10
R02663,L002,General,4,,Occupied,2024-05-17
R02664,L001,Semi-Private,1,ADM02936,Occupied,2024-04-27
R02665,L005,General,2,,Occupied,2024-04-29
R02666,L001,Private,1,ADM09293,Occupied,2024-06-08
R02667,L003,Private,1,ADM06259,Occupied,2024-06-24
R02668,L002,Semi-Private,4,ADM02481,Occupied,2024-07-28
R02669,L001,General,2,ADM04754,Vacant,2025-03-28
R02670,L005,Private,1,,Occupied,2024-07-11
R02671,L005,ICU,1,ADM07111,Occupied,2025-04-13
R02672,L005,Semi-Private,1,ADM08245,Occupied,2024-05-29
R02673,L004,Private,4,ADM04571,Vacant,2024-06-18
R02674,L001,ICU,1,,Occupied,2024-10-21
R02675,L004,General,1,ADM06553,Occupied,2024-08-01
R02676,L002,Semi-Private,4,,Occupied,2025-02-27
R02677,L001,ICU,1,,Vacant,2025-03-04
R02678,L004,Private,4,ADM05086,Occupied,2024-09-04
R02679,L005,Semi-Private,1,ADM02709,Occupied,2024-07-01
R02680,L005,General,2,ADM05320,Occupied,2024-05-20
R02681,L001,General,4,ADM09346,Vacant,2024-07-19
R02682,L005,General,2,ADM08623,Occupied,2024-12-28
R02683,L004,Private,4,,Occupied,2025-01-28
R02684,L005,ICU,1,ADM08361,Occupied,2025-02-13
R02685,L001,Semi-Private,4,ADM04646,Occupied,2025-01-15
R02686,L005,ICU,4,ADM07401,Vacant,2025-02-18
R02687,L002,Private,1,ADM02094,Vacant,2024-08-28
R02688,L001,Private,2,ADM00967,Occupied,2024-09-01
R02689,L005,Semi-Private,4,,Occupied,2024-08-02
R02690,L005,ICU,1,ADM02475,Vacant,2025-03-08
R02691,L004,ICU,1,,Occupied,2025-01-01
R02692,L003,Semi-Private,4,ADM06883,Occupied,2024-05-09
R02693,L004,General,2,ADM09182,Occupied,2024-04-30
R02694,L002,Private,2,ADM01772,Occupied,2024-07-09
R02695,L003,ICU,2,ADM06041,Occupied,2024-06-10
R02696,L002,General,1,ADM07152,Occupied,2025-02-04
R02697,L005,Private,2,ADM05526,Occupied,2024-07-29
R02698,L002,Private,1,ADM01425,Occupied,2024-12-16
R02699,L001,General,1,ADM05040,Vacant,2025-03-25
R02700,L003,Private,1,,Occupied,2025-04-04
R02701,L002,General,4,ADM09146,Occupied,2024-05-12
R02702,L005,General,1,ADM01876,Occupied,2025-02-19
R02703,L002,Private,2,,Occupied,2024-08-10
R02704,L005,Semi-Private,1,ADM01115,Occupied,2024-11-24
R02705,L002,General,1,ADM05834,Occupied,2025-03-06
R02706,L001,Semi-Private,1,,Vacant,2025-01-30
R02707,L003,ICU,4,ADM09974,Occupied,2024-12-18
R02708,L004,Semi-Private,1,ADM00081,Occupied,2025-04-01
R02709,L005,ICU,4,ADM04264,Occupied,2024-04-29
R02710,L001,Semi-Private,2,ADM07793,Vacant,2025-01-02
R02711,L003,General,1,ADM09646,Occupied,2025-04-03
R02712,L004,ICU,4,ADM01982,Occupied,2024-11-09
R02713,L004,General,4,ADM06421,Occupied,2024-12-05
R02714,L002,General,1,ADM08249,Occupied,2024-09-05
R02715,L003,ICU,2,,Occupied,2025-02-02
R02716,L003,ICU,4,ADM05612,Occupied,2024-05-18
R02717,L001,Semi-Private,4,ADM03748,Occupied,2024-09-28
R02718,L004,ICU,4,ADM04080,Occupied,2025-01-23
R02719,L005,Semi-Private,1,,Vacant,2024-09-17
R02720,L005,Private,2,ADM03111,Occupied,2024-12-02
R02721,L005,Semi-Private,1,ADM07089,Occupied,2024-09-18
R02722,L004,General,1,ADM09895,Occupied,2024-10-10
R02723,L004,ICU,2,ADM03271,Occupied,2024-11-22
R02724,L001,Semi-Private,4,ADM02393,Occupied,2024-08-07
R02725,L002,Private,1,ADM07132,Occupied,2024-10-27
R02726,L002,ICU,4,ADM01858,Vacant,2024-09-18
R02727,L003,Private,1,ADM00339,Occupied,2025-03-11
R02728,L003,Private,4,,Occupied,2024-06-23
R02729,L004,ICU,1,ADM03197,Occupied,2024-09-08
R02730,L002,Private,2,ADM04416,Vacant,2024-06-20
R02731,L003,Private,1,ADM01098,Occupied,2024-07-12
R02732,L003,ICU,4,ADM00201,Occupied,2024-07-20
R02733,L004,General,1,ADM08842,Vacant,2024-10-03
R02734,L003,Private,4,ADM01442,Occupied,2024-07-05
R02735,L004,ICU,1,,Occupied,2024-10-03
R02736,L003,ICU,1,ADM04550,Vacant,2024-11-14
R02737,L004,ICU,4,ADM03179,Vacant,2025-03-31
R02738,L005,ICU,4,ADM02911,Occupied,2024-07-14
R02739,L002,ICU,1,ADM00216,Vacant,2024-08-12
R02740,L003,General,2,ADM05918,Occupied,2024-05-23
R02741,L005,General,1,ADM01533,Occupied,2024-12-27
R02742,L001,General,4,ADM06098,Occupied,2025-02-27
R02743,L001,Private,1,ADM06965,Occupied,2024-06-21
R02744,L003,Private,1,ADM06221,Occupied,2024-05-19
R02745,L002,Semi-Private,1,ADM02120,Occupied,2025-02-11
R02746,L002,Private,2,,Occupied,2025-04-14
R02747,L005,Private,4,ADM05152,Occupied,2024-10-02
R02748,L002,ICU,2,ADM00871,Occupied,2024-06-04
R02749,L003,Private,1,ADM09956,Occupied,2025-03-11
R02750,L004,ICU,1,,Occupied,2024-05-13
R02751,L005,Private,1,ADM06770,Occupied,2025-04-01
R02752,L005,ICU,2,,Vacant,2024-06-07
R02753,L002,General,4,ADM09190,Occupied,2024-06-01
R02754,L004,Private,2,ADM00457,Occupied,2024-08-04
R02755,L005,Private,2,ADM07481,Occupied,2025-02-17
R02756,L005,Semi-Private,2,ADM05387,Occupied,2024-10-01
R02757,L005,Private,4,ADM01381,Occupied,2024-06-02
