Hike_ID,Staff_ID,Hike_Date,Previous_Salary,New_Salary,Reason,Location_ID
H0882,S0275,2024-09-03,39528,45861,Promotion,L001
H0883,S0057,2020-11-24,67799,78034,Performance Bonus,L005
H0884,S0302,2021-10-13,159239,173049,Promotion,L003
H0885,S0071,2025-02-23,172080,203030,Performance Bonus,L002
H0886,S0434,2021-04-04,139152,155109,Annual Review,L002
H0887,S0489,2024-03-10,147816,161186,Performance Bonus,L004
H0888,S0266,2022-02-22,184254,207629,Promotion,L003
H0889,S0164,2021-07-14,64038,75086,Promotion,L004
H0890,S0293,2022-11-01,27703,31845,Promotion,L005
H0891,S0140,2021-10-24,189458,220806,Cost of Living Adjustment,L001
H0892,S0040,2025-01-04,169228,192050,Promotion,L005
H0893,S0385,2022-07-29,149147,160864,Cost of Living Adjustment,L002
H0894,S0123,2022-05-11,134825,158528,Promotion,L003
H0895,S0491,2023-09-23,108403,129592,Annual Review,L004
H0896,S0427,2023-05-10,81681,86857,Performance Bonus,L002
H0897,S0217,2020-07-23,161223,187200,Annual Review,L004
H0898,S0010,2021-09-04,169513,178093,Promotion,L004
H0899,S0287,2021-09-10,114141,129081,Performance Bonus,L003
H0900,S0473,2021-12-12,126822,151816,Promotion,L005
H0901,S0094,2022-01-11,175812,186634,Annual Review,L003
H0902,S0170,2021-01-27,66322,78190,Promotion,L005
H0903,S0397,2024-04-03,49858,54600,Cost of Living Adjustment,L001
H0904,S0313,2021-01-13,88441,102547,Cost of Living Adjustment,L001
H0905,S0392,2021-10-12,43420,46277,Promotion,L001
H0906,S0307,2020-12-21,148545,160067,Performance Bonus,L002
H0907,S0080,2023-10-22,79782,85720,Performance Bonus,L003
H0908,S0085,2023-12-18,189522,215360,Annual Review,L003
H0909,S0028,2024-03-22,165919,195243,Performance Bonus,L004
H0910,S0368,2020-07-14,82744,98529,Promotion,L001
H0911,S0029,2021-04-14,123715,135277,Cost of Living Adjustment,L001
H0912,S0244,2025-04-06,126445,146237,Performance Bonus,L003
H0913,S0421,2021-09-01,81293,97194,Cost of Living Adjustment,L003
H0914,S0194,2020-09-19,76712,89088,Promotion,L005
H0915,S0363,2023-06-22,35491,37582,Cost of Living Adjustment,L003
H0916,S0180,2023-08-26,182055,193770,Annual Review,L002
H0917,S0118,2024-09-23,93520,101662,Annual Review,L002
H0918,S0134,2022-08-17,71526,84914,Cost of Living Adjustment,L004
H0919,S0066,2021-12-06,149082,162859,Cost of Living Adjustment,L002
H0920,S0036,2020-12-08,141660,159483,Performance Bonus,L002
H0921,S0014,2022-11-07,99165,116288,Cost of Living Adjustment,L002
H0922,S0119,2020-08-28,62480,68447,Promotion,L004
H0923,S0400,2024-05-22,103198,112795,Performance Bonus,L004
H0924,S0161,2021-07-29,133006,144315,Annual Review,L001
H0925,S0384,2023-07-14,182998,209412,Cost of Living Adjustment,L005
H0926,S0109,2022-02-19,37186,39340,Performance Bonus,L003
H0927,S0225,2022-01-28,58965,68275,Cost of Living Adjustment,L005
H0928,S0321,2020-07-16,40320,47986,Annual Review,L002
H0929,S0461,2020-07-14,68172,76943,Performance Bonus,L002
H0930,S0265,2021-10-17,158566,184902,Cost of Living Adjustment,L002
H0931,S0444,2023-06-30,143602,164561,Annual Review,L004
H0932,S0038,2022-07-08,97074,104559,Promotion,L003
H0933,S0489,2021-06-15,168622,180072,Cost of Living Adjustment,L004
H0934,S0463,2024-05-15,70652,82447,Cost of Living Adjustment,L005
H0935,S0016,2022-04-23,157930,176884,Annual Review,L003
H0936,S0281,2024-10-10,90112,96500,Cost of Living Adjustment,L004
H0937,S0134,2021-08-04,87445,93650,Cost of Living Adjustment,L002
H0938,S0405,2020-05-27,169248,185531,Performance Bonus,L002
H0939,S0104,2024-02-27,58080,68642,Promotion,L005
H0940,S0059,2024-08-11,126775,136960,Performance Bonus,L001
H0941,S0136,2020-06-15,76663,80967,Performance Bonus,L001
H0942,S0083,2020-05-28,49705,55657,Performance Bonus,L003
H0943,S0228,2021-08-02,150921,176543,Cost of Living Adjustment,L004
H0944,S0133,2023-02-17,85763,96856,Annual Review,L005
H0945,S0148,2023-12-19,178424,189426,Annual Review,L005
H0946,S0187,2020-08-31,51901,61744,Promotion,L004
H0947,S0323,2020-10-19,65002,69095,Cost of Living Adjustment,L005
H0948,S0038,2024-01-11,122559,139738,Performance Bonus,L002
H0949,S0244,2023-06-19,120048,130756,Annual Review,L005
H0950,S0300,2023-12-29,109842,125174,Annual Review,L005
H0951,S0191,2025-01-27,97722,103214,Performance Bonus,L003
H0952,S0263,2023-08-14,133651,149739,Promotion,L003
H0953,S0170,2025-02-14,171834,193437,Annual Review,L002
H0954,S0221,2021-04-01,155555,170786,Annual Review,L005
H0955,S0086,2021-03-17,45982,50836,Performance Bonus,L001
H0956,S0279,2023-06-01,52284,55328,Performance Bonus,L005
H0957,S0223,2023-05-02,25181,29161,Annual Review,L003
H0958,S0183,2025-03-30,84153,98881,Performance Bonus,L002
H0959,S0421,2024-05-16,50956,59097,Performance Bonus,L001
H0960,S0365,2020-10-22,73700,78643,Annual Review,L005
H0961,S0248,2024-03-03,89520,102722,Annual Review,L003
H0962,S0214,2025-04-21,182901,202912,Annual Review,L002
H0963,S0303,2023-01-23,126630,141913,Promotion,L003
H0964,S0012,2024-04-09,100612,117264,Promotion,L001
H0965,S0384,2022-09-07,54224,61339,Cost of Living Adjustment,L005
H0966,S0130,2025-04-13,66350,76785,Promotion,L005
H0967,S0101,2020-11-11,139717,154585,Performance Bonus,L001
H0968,S0081,2020-10-01,39234,44504,Cost of Living Adjustment,L002
H0969,S0024,2023-06-16,40218,45680,Performance Bonus,L002
H0970,S0393,2021-08-22,144324,166177,Promotion,L004
H0971,S0098,2024-07-16,33932,37853,Promotion,L003
H0972,S0434,2025-04-04,179940,192461,Annual Review,L003
H0973,S0044,2024-07-17,106168,121757,Cost of Living Adjustment,L004
H0974,S0035,2024-07-03,164090,178243,Cost of Living Adjustment,L002
H0975,S0103,2024-07-04,96016,109020,Annual Review,L004
H0976,S0263,2023-04-15,97362,110786,Annual Review,L002
H0977,S0380,2024-04-06,29571,33562,Cost of Living Adjustment,L002
H0978,S0444,2021-11-15,110473,128748,Cost of Living Adjustment,L002
H0979,S0358,2020-12-28,138869,158143,Annual Review,L001
H0980,S0431,2023-07-15,45089,52286,Annual Review,L002
H0981,S0392,2023-05-16,104698,118095,Annual Review,L003
H0982,S0490,2020-12-31,122316,129022,Promotion,L003
H0983,S0329,2022-12-29,76942,87288,Performance Bonus,L005
H0984,S0377,2021-10-13,148973,169440,Cost of Living Adjustment,L005
H0985,S0253,2022-06-03,63990,71577,Promotion,L003
H0986,S0456,2022-07-03,161965,184966,Cost of Living Adjustment,L001
H0987,S0159,2021-12-30,44795,52612,Cost of Living Adjustment,L002
H0988,S0122,2022-11-06,132188,156419,Promotion,L001
H0989,S0258,2021-03-18,125414,132109,Promotion,L004
H0990,S0042,2023-08-12,48418,55605,Cost of Living Adjustment,L004
H0991,S0310,2023-06-06,169999,202111,Performance Bonus,L001
H0992,S0051,2025-02-22,128800,150955,Annual Review,L005
H0993,S0404,2023-08-11,105728,113845,Cost of Living Adjustment,L005
H0994,S0025,2023-05-29,129812,150353,Promotion,L005
H0995,S0368,2023-05-18,30829,35414,Promotion,L003
H0996,S0426,2023-01-06,185954,202591,Performance Bonus,L004
H0997,S0486,2022-01-31,63450,73231,Promotion,L005
H0998,S0083,2021-05-29,118346,134568,Cost of Living Adjustment,L005
H0999,S0132,2021-12-02,94571,106261,Annual Review,L004
H1000,S0331,2020-06-02,93280,111879,Promotion,L003
H1001,S0403,2021-01-13,176550,204298,Promotion,L002
H1002,S0325,2023-03-20,38643,45559,Annual Review,L001
H1003,S0262,2022-11-25,173734,200024,Promotion,L001
H1004,S0062,2022-12-18,35130,37680,Annual Review,L002
H1005,S0250,2023-08-20,173734,207264,Annual Review,L005
H1006,S0448,2023-08-28,44438,52864,Cost of Living Adjustment,L001
H1007,S0003,2022-06-30,186591,211712,Performance Bonus,L004
H1008,S0123,2023-09-14,130197,139100,Annual Review,L005
H1009,S0230,2021-08-09,55004,61186,Promotion,L003
H1010,S0158,2021-12-10,144310,159003,Cost of Living Adjustment,L001
H1011,S0459,2021-06-19,133838,140608,Cost of Living Adjustment,L003
H1012,S0427,2021-08-02,182226,216918,Cost of Living Adjustment,L004
H1013,S0471,2024-11-04,150198,168798,Promotion,L003
H1014,S0073,2023-08-16,50283,56190,Performance Bonus,L003
H1015,S0310,2022-05-18,122396,128665,Cost of Living Adjustment,L004
H1016,S0359,2024-04-29,64562,76991,Promotion,L005
H1017,S0142,2020-12-31,129586,151662,Annual Review,L001
H1018,S0111,2023-10-28,90135,101577,Annual Review,L005
H1019,S0441,2020-07-05,181118,195960,Cost of Living Adjustment,L003
H1020,S0133,2024-09-11,79098,91344,Performance Bonus,L003
H1021,S0366,2021-08-03,43133,49282,Promotion,L004
H1022,S0416,2022-06-05,142233,161013,Cost of Living Adjustment,L001
H1023,S0178,2020-12-25,158876,171201,Performance Bonus,L001
H1024,S0165,2022-12-07,94246,103169,Performance Bonus,L004
H1025,S0428,2025-01-14,31386,34855,Performance Bonus,L003
H1026,S0229,2024-06-03,156028,187189,Performance Bonus,L005
H1027,S0306,2024-04-25,91668,104393,Promotion,L001
H1028,S0075,2023-07-10,65595,70675,Performance Bonus,L001
H1029,S0069,2020-09-12,147865,165431,Annual Review,L003
H1030,S0276,2020-07-12,96289,106722,Annual Review,L003
H1031,S0330,2024-10-17,187991,222700,Cost of Living Adjustment,L001
H1032,S0497,2022-11-19,34675,37874,Annual Review,L002
H1033,S0297,2021-01-11,184956,219925,Performance Bonus,L004
H1034,S0175,2022-05-08,109959,125205,Annual Review,L005
H1035,S0249,2021-03-17,107461,113757,Cost of Living Adjustment,L001
H1036,S0157,2021-08-14,41019,46075,Cost of Living Adjustment,L001
H1037,S0020,2023-02-12,100681,107979,Performance Bonus,L002
H1038,S0368,2025-02-06,108128,128960,Promotion,L005
H1039,S0313,2023-05-30,145330,160127,Performance Bonus,L002
H1040,S0316,2023-08-31,178801,204750,Cost of Living Adjustment,L005
H1041,S0219,2024-04-21,185107,200553,Cost of Living Adjustment,L002
H1042,S0065,2025-04-25,85980,100543,Promotion,L003
H1043,S0440,2021-12-20,135155,142038,Annual Review,L004
H1044,S0194,2021-12-18,81985,94842,Annual Review,L005
H1045,S0344,2021-03-31,134990,159809,Cost of Living Adjustment,L005
H1046,S0389,2021-02-22,158621,168061,Performance Bonus,L004
H1047,S0099,2024-03-13,92445,105206,Cost of Living Adjustment,L005
H1048,S0406,2024-10-13,81095,89602,Cost of Living Adjustment,L005
H1049,S0305,2024-11-11,80560,93665,Cost of Living Adjustment,L005
H1050,S0186,2024-01-09,54703,58696,Annual Review,L002
H1051,S0301,2022-02-20,159149,188627,Cost of Living Adjustment,L002
H1052,S0344,2020-06-16,78299,83858,Annual Review,L003
H1053,S0291,2022-03-27,108324,121953,Promotion,L005
H1054,S0116,2021-09-04,107538,115666,Performance Bonus,L002
H1055,S0016,2021-07-04,131664,140635,Promotion,L003
H1056,S0066,2025-01-14,121820,140219,Cost of Living Adjustment,L002
H1057,S0401,2023-07-21,111938,133909,Performance Bonus,L004
H1058,S0049,2023-06-20,150293,169318,Promotion,L005
H1059,S0276,2021-02-26,162606,175103,Performance Bonus,L003
H1060,S0170,2023-10-29,151217,176307,Performance Bonus,L002
H1061,S0243,2024-12-20,42761,44955,Annual Review,L001
H1062,S0385,2021-08-15,184536,207021,Promotion,L002
H1063,S0245,2023-01-23,168414,191251,Annual Review,L001
H1064,S0259,2024-12-05,121568,140090,Performance Bonus,L005
H1065,S0063,2023-02-15,122960,133549,Annual Review,L001
H1066,S0242,2021-02-02,127943,151287,Cost of Living Adjustment,L004
H1067,S0329,2025-01-08,87865,102207,Cost of Living Adjustment,L004
H1068,S0470,2024-03-06,40802,44122,Promotion,L002
H1069,S0085,2021-11-27,141829,166861,Promotion,L002
H1070,S0048,2021-06-16,101016,109134,Performance Bonus,L004
H1071,S0271,2020-12-01,86591,103090,Annual Review,L004
H1072,S0158,2021-08-25,121624,129462,Promotion,L004
H1073,S0361,2024-12-06,157385,165426,Annual Review,L002
H1074,S0073,2020-12-10,44958,51239,Annual Review,L001
H1075,S0332,2024-04-08,169514,181460,Performance Bonus,L002
H1076,S0201,2023-12-07,52837,55918,Performance Bonus,L005
H1077,S0023,2021-10-02,180278,201294,Cost of Living Adjustment,L005
H1078,S0345,2021-02-22,76195,86177,Promotion,L001
H1079,S0496,2022-05-15,101199,111999,Cost of Living Adjustment,L005
H1080,S0038,2023-03-31,133075,150036,Annual Review,L003
H1081,S0213,2023-10-11,134492,154371,Cost of Living Adjustment,L001
H1082,S0182,2023-06-07,111790,132334,Performance Bonus,L005
H1083,S0119,2023-12-15,27635,32832,Annual Review,L005
H1084,S0191,2023-06-08,65788,70911,Performance Bonus,L001
H1085,S0341,2023-07-24,166021,196168,Annual Review,L002
H1086,S0296,2022-07-30,39749,43175,Annual Review,L002
H1087,S0391,2023-10-20,124457,147053,Annual Review,L004
H1088,S0366,2025-01-05,189756,220103,Annual Review,L003
H1089,S0291,2022-02-04,149184,159170,Promotion,L005
H1090,S0087,2020-12-22,163095,193622,Performance Bonus,L001
H1091,S0482,2023-08-22,175371,188884,Annual Review,L005
H1092,S0277,2020-09-05,182003,208389,Annual Review,L001
H1093,S0293,2023-10-24,126441,142744,Promotion,L005
H1094,S0357,2021-08-09,189471,214783,Cost of Living Adjustment,L004
H1095,S0331,2020-11-20,72136,83191,Promotion,L004
H1096,S0149,2020-07-09,149949,162407,Annual Review,L003
H1097,S0018,2025-02-10,160826,192837,Annual Review,L005
H1098,S0114,2023-07-06,50121,56543,Cost of Living Adjustment,L002
H1099,S0280,2023-10-07,178049,196191,Performance Bonus,L002
H1100,S0498,2021-07-13,70979,79493,Performance Bonus,L003
H1101,S0263,2020-10-25,163947,196474,Cost of Living Adjustment,L005
H1102,S0465,2023-08-01,81296,88512,Annual Review,L004
H1103,S0344,2021-01-14,146341,175396,Cost of Living Adjustment,L005
H1104,S0096,2024-07-19,94632,106723,Performance Bonus,L001
H1105,S0167,2024-03-04,157698,178587,Promotion,L004
H1106,S0391,2020-09-30,115798,127058,Promotion,L005
H1107,S0441,2021-07-28,90045,103658,Cost of Living Adjustment,L005
H1108,S0165,2023-08-18,38989,42946,Cost of Living Adjustment,L001
H1109,S0410,2023-05-15,165790,187556,Promotion,L005
H1110,S0015,2024-02-04,182199,193745,Annual Review,L005
H1111,S0086,2024-05-29,166796,199689,Annual Review,L002
H1112,S0161,2022-10-03,154748,163629,Cost of Living Adjustment,L001
H1113,S0117,2021-05-27,115981,131860,Performance Bonus,L002
H1114,S0184,2021-12-27,104515,118721,Annual Review,L003
H1115,S0432,2020-09-27,152479,181651,Promotion,L003
H1116,S0048,2021-06-21,99288,111609,Annual Review,L003
H1117,S0290,2023-12-12,89878,96780,Annual Review,L003
H1118,S0389,2021-08-09,137046,146205,Promotion,L003
H1119,S0431,2024-07-26,31316,32915,Annual Review,L003
H1120,S0083,2022-08-25,58532,69661,Performance Bonus,L001
H1121,S0300,2023-10-05,126440,148944,Cost of Living Adjustment,L005
H1122,S0477,2021-08-14,115266,135531,Performance Bonus,L001
H1123,S0126,2020-09-08,88421,97536,Cost of Living Adjustment,L005
H1124,S0439,2020-07-07,133022,149995,Annual Review,L001
H1125,S0209,2020-08-04,34135,36197,Promotion,L002
H1126,S0274,2024-08-10,57086,60176,Promotion,L002
H1127,S0208,2023-06-24,158946,188935,Promotion,L003
H1128,S0073,2024-05-13,176111,188931,Annual Review,L001
H1129,S0111,2024-01-15,138638,157492,Annual Review,L005
H1130,S0149,2021-09-05,25258,27438,Cost of Living Adjustment,L005
H1131,S0077,2024-01-31,142412,155682,Annual Review,L003
H1132,S0163,2022-08-15,162567,171309,Annual Review,L001
H1133,S0097,2022-05-14,150684,166778,Performance Bonus,L001
H1134,S0061,2024-11-01,63325,68999,Cost of Living Adjustment,L005
H1135,S0195,2021-05-30,90616,102151,Annual Review,L001
H1136,S0323,2023-12-29,186369,195818,Performance Bonus,L002
H1137,S0142,2023-04-30,156049,167640,Performance Bonus,L004
H1138,S0499,2022-12-16,44315,49427,Promotion,L002
H1139,S0291,2021-12-11,120112,142604,Annual Review,L005
H1140,S0095,2020-12-29,137494,156614,Cost of Living Adjustment,L001
H1141,S0175,2024-01-14,48532,53157,Performance Bonus,L001
H1142,S0218,2024-01-27,86073,94636,Performance Bonus,L001
H1143,S0274,2021-11-15,81615,85960,Cost of Living Adjustment,L001
H1144,S0426,2024-08-15,179971,202581,Annual Review,L003
H1145,S0420,2023-12-20,58816,65651,Cost of Living Adjustment,L001
H1146,S0004,2023-11-06,87935,98321,Promotion,L001
H1147,S0301,2021-10-05,85330,99260,Annual Review,L002
H1148,S0495,2024-08-17,108937,121840,Promotion,L004
H1149,S0374,2021-08-13,91114,102993,Performance Bonus,L003
H1150,S0307,2020-10-31,41009,46751,Cost of Living Adjustment,L001
H1151,S0116,2023-11-04,96981,112339,Cost of Living Adjustment,L005
H1152,S0475,2025-04-20,165700,195828,Performance Bonus,L002
H1153,S0149,2023-06-18,103868,123429,Cost of Living Adjustment,L001
H1154,S0187,2021-11-26,35138,36977,Promotion,L003
H1155,S0498,2023-02-14,161767,171371,Annual Review,L001
H1156,S0162,2023-05-30,80273,89000,Cost of Living Adjustment,L005
H1157,S0451,2024-08-11,86691,95944,Annual Review,L001
H1158,S0271,2023-11-04,149074,163497,Cost of Living Adjustment,L004
H1159,S0137,2024-04-23,137481,147792,Cost of Living Adjustment,L003
H1160,S0450,2020-10-02,51794,55303,Cost of Living Adjustment,L004
H1161,S0179,2020-09-16,103437,114195,Performance Bonus,L002
H1162,S0132,2023-06-11,41931,48329,Annual Review,L005
H1163,S0224,2022-01-27,136005,161047,Cost of Living Adjustment,L002
H1164,S0010,2021-10-08,32932,38546,Performance Bonus,L003
H1165,S0154,2021-03-28,157681,169704,Promotion,L001
H1166,S0170,2024-02-08,96714,115902,Performance Bonus,L005
H1167,S0068,2020-12-14,173723,189853,Annual Review,L005
H1168,S0238,2024-12-09,163414,195754,Annual Review,L001
H1169,S0107,2021-07-23,189452,217352,Performance Bonus,L005
H1170,S0016,2020-09-14,78646,86476,Promotion,L001
H1171,S0095,2020-07-11,94071,103147,Cost of Living Adjustment,L005
H1172,S0200,2020-08-05,91322,100644,Annual Review,L003
H1173,S0015,2024-11-06,189355,221430,Promotion,L005
H1174,S0128,2023-03-09,104384,124483,Annual Review,L004
H1175,S0226,2022-08-22,168923,196460,Performance Bonus,L002
H1176,S0474,2023-08-31,41049,46129,Performance Bonus,L003
H1177,S0222,2021-02-15,95516,104010,Performance Bonus,L003
H1178,S0103,2023-05-26,114892,123450,Annual Review,L001
H1179,S0200,2024-12-25,35991,41757,Annual Review,L002
H1180,S0180,2025-01-13,26989,31558,Cost of Living Adjustment,L005
H1181,S0076,2020-10-04,73862,82687,Promotion,L004
H1182,S0162,2022-01-05,50528,55651,Cost of Living Adjustment,L003
H1183,S0024,2022-09-04,79507,94984,Annual Review,L003
H1184,S0254,2021-10-06,101460,114717,Performance Bonus,L002
H1185,S0111,2020-07-03,104123,117286,Cost of Living Adjustment,L002
H1186,S0183,2024-10-30,153437,166131,Performance Bonus,L003
H1187,S0029,2022-02-06,182906,213307,Promotion,L005
H1188,S0437,2020-10-20,34136,39067,Annual Review,L003
H1189,S0276,2023-08-26,37432,41951,Annual Review,L005
H1190,S0010,2022-04-26,29579,33665,Annual Review,L003
H1191,S0215,2020-09-19,35658,38264,Performance Bonus,L002
H1192,S0313,2024-11-13,27527,30299,Promotion,L004
H1193,S0385,2022-10-03,146277,160187,Promotion,L003
H1194,S0284,2024-12-23,70242,76193,Performance Bonus,L004
H1195,S0164,2023-02-03,106564,126388,Annual Review,L003
H1196,S0351,2020-06-04,52765,62826,Promotion,L003
H1197,S0219,2021-01-20,43793,50343,Cost of Living Adjustment,L002
H1198,S0370,2020-06-20,94168,103712,Performance Bonus,L004
H1199,S0261,2024-06-04,110129,126910,Cost of Living Adjustment,L005
H1200,S0183,2020-11-09,81800,97387,Annual Review,L002
H1201,S0025,2025-03-16,75229,89954,Performance Bonus,L003
H1202,S0162,2024-07-29,121858,129946,Performance Bonus,L001
H1203,S0233,2020-11-10,182563,219002,Annual Review,L003
H1204,S0372,2020-08-07,108892,121326,Cost of Living Adjustment,L001
H1205,S0206,2023-10-05,185849,214210,Cost of Living Adjustment,L005
H1206,S0048,2020-06-14,40621,42799,Cost of Living Adjustment,L005
H1207,S0321,2025-01-11,153577,169623,Promotion,L001
H1208,S0065,2022-01-24,65266,73008,Promotion,L002
H1209,S0396,2021-07-07,119593,135722,Performance Bonus,L003
H1210,S0209,2022-08-11,154572,170075,Cost of Living Adjustment,L003
H1211,S0092,2024-08-08,180123,190680,Annual Review,L001
H1212,S0329,2022-06-06,85350,94682,Cost of Living Adjustment,L005
H1213,S0044,2024-04-06,178833,206632,Annual Review,L001
H1214,S0492,2022-05-22,168577,181297,Annual Review,L003
H1215,S0111,2021-11-27,31430,33440,Performance Bonus,L003
H1216,S0025,2022-03-24,155952,177136,Annual Review,L003
H1217,S0400,2024-01-05,125761,134185,Cost of Living Adjustment,L003
H1218,S0324,2020-06-11,173679,187520,Annual Review,L004
H1219,S0436,2020-06-13,180668,200444,Performance Bonus,L001
H1220,S0354,2024-03-29,161422,170054,Promotion,L001
H1221,S0067,2024-04-18,170595,181801,Performance Bonus,L003
H1222,S0253,2021-04-23,38776,45891,Promotion,L002
H1223,S0256,2023-07-30,99566,116367,Cost of Living Adjustment,L002
H1224,S0307,2025-03-12,154155,175626,Promotion,L003
H1225,S0124,2021-07-04,179396,211221,Performance Bonus,L003
H1226,S0389,2025-03-29,75154,80471,Promotion,L004
H1227,S0286,2023-01-02,41069,43336,Promotion,L002
H1228,S0060,2025-04-25,92083,100471,Annual Review,L002
H1229,S0156,2020-12-14,147292,158229,Promotion,L003
H1230,S0075,2020-11-30,77989,83534,Cost of Living Adjustment,L005
H1231,S0229,2021-11-17,72297,82930,Promotion,L002
H1232,S0357,2025-01-09,148022,166432,Annual Review,L005
H1233,S0025,2023-04-03,87029,101959,Performance Bonus,L003
H1234,S0316,2022-06-15,40281,45278,Performance Bonus,L003
H1235,S0336,2023-01-20,175533,187177,Cost of Living Adjustment,L002
H1236,S0234,2025-01-11,104156,115428,Promotion,L001
H1237,S0346,2023-04-07,152732,165377,Performance Bonus,L002
H1238,S0198,2021-05-03,180289,206786,Annual Review,L005
H1239,S0230,2023-08-26,103530,111901,Promotion,L004
H1240,S0444,2020-05-31,138004,146645,Annual Review,L003
H1241,S0006,2021-08-15,57396,65360,Performance Bonus,L001
H1242,S0045,2025-04-07,125899,132278,Promotion,L002
H1243,S0492,2023-04-08,156369,166822,Cost of Living Adjustment,L003
H1244,S0456,2024-01-10,71973,84137,Annual Review,L002
H1245,S0151,2025-02-28,103779,111881,Annual Review,L004
H1246,S0080,2020-06-09,175526,188569,Cost of Living Adjustment,L005
H1247,S0243,2022-04-17,155192,182610,Cost of Living Adjustment,L004
H1248,S0206,2024-11-07,182970,215054,Performance Bonus,L002
H1249,S0244,2020-07-09,162824,186741,Promotion,L001
H1250,S0461,2025-04-08,113001,121111,Cost of Living Adjustment,L005
H1251,S0060,2021-04-21,155805,180983,Cost of Living Adjustment,L001
H1252,S0192,2023-12-18,29024,32285,Annual Review,L001
H1253,S0146,2020-10-24,183173,200510,Annual Review,L002
H1254,S0353,2023-01-21,176680,192281,Cost of Living Adjustment,L003
H1255,S0202,2023-01-16,41340,43851,Promotion,L003
H1256,S0457,2021-05-18,86617,96008,Annual Review,L004
H1257,S0466,2023-10-20,30313,35262,Cost of Living Adjustment,L001
H1258,S0177,2024-08-14,151306,168094,Performance Bonus,L001
H1259,S0433,2024-10-18,96270,111348,Performance Bonus,L005
H1260,S0460,2024-03-17,165631,186630,Cost of Living Adjustment,L005
H1261,S0311,2023-07-21,183299,203291,Cost of Living Adjustment,L003
H1262,S0023,2025-04-20,135915,155994,Cost of Living Adjustment,L004
H1263,S0465,2023-04-17,123507,146199,Promotion,L004
H1264,S0178,2021-06-12,35893,40605,Cost of Living Adjustment,L004
H1265,S0417,2021-12-22,130749,155714,Performance Bonus,L003
H1266,S0159,2021-04-24,84725,89710,Cost of Living Adjustment,L004
H1267,S0328,2023-06-12,105716,121202,Performance Bonus,L002
H1268,S0001,2020-06-04,56028,59069,Promotion,L003
H1269,S0493,2023-09-18,131028,142812,Annual Review,L003
H1270,S0396,2020-07-16,72679,80693,Promotion,L002
H1271,S0244,2021-12-03,37990,42122,Performance Bonus,L003
H1272,S0161,2024-10-27,113990,132754,Performance Bonus,L005
H1273,S0041,2023-09-07,35819,39900,Cost of Living Adjustment,L001
H1274,S0253,2023-11-14,63141,75079,Performance Bonus,L001
H1275,S0244,2022-06-25,72345,78153,Performance Bonus,L003
H1276,S0416,2022-03-08,189373,211383,Promotion,L002
H1277,S0468,2024-03-21,39984,45618,Performance Bonus,L002
H1278,S0445,2023-04-10,106316,121488,Performance Bonus,L004
H1279,S0434,2020-10-08,151690,169869,Annual Review,L003
H1280,S0158,2020-12-26,147764,170904,Promotion,L003
H1281,S0475,2022-07-29,40257,45377,Performance Bonus,L002
H1282,S0041,2021-07-07,50628,55219,Cost of Living Adjustment,L003
H1283,S0336,2020-12-05,178794,197913,Promotion,L003
H1284,S0277,2022-12-08,127366,143345,Performance Bonus,L005
H1285,S0151,2024-09-08,28009,32699,Promotion,L003
H1286,S0376,2023-11-18,95229,113182,Performance Bonus,L003
H1287,S0144,2022-03-05,100925,106424,Cost of Living Adjustment,L005
H1288,S0425,2024-01-25,102095,121700,Promotion,L001
H1289,S0323,2022-09-04,84636,89465,Performance Bonus,L004
H1290,S0197,2024-03-09,26014,30467,Annual Review,L002
H1291,S0050,2023-11-24,149666,157959,Cost of Living Adjustment,L002
H1292,S0077,2023-01-25,151085,161836,Cost of Living Adjustment,L001
H1293,S0483,2022-05-24,106540,125998,Cost of Living Adjustment,L002
H1294,S0270,2023-02-01,155531,174481,Cost of Living Adjustment,L004
H1295,S0179,2020-05-28,80538,96165,Cost of Living Adjustment,L005
H1296,S0076,2022-07-06,42409,45366,Annual Review,L001
H1297,S0372,2022-10-07,144382,165576,Cost of Living Adjustment,L004
H1298,S0474,2023-03-20,105733,115291,Performance Bonus,L005
H1299,S0356,2021-12-03,119767,143093,Cost of Living Adjustment,L002
H1300,S0198,2025-04-11,25108,29740,Annual Review,L002
H1301,S0001,2021-10-23,65520,77655,Performance Bonus,L004
H1302,S0462,2022-07-07,104990,116561,Cost of Living Adjustment,L003
H1303,S0307,2022-10-22,61916,65240,Performance Bonus,L004
H1304,S0098,2020-04-29,85813,92890,Cost of Living Adjustment,L003
H1305,S0041,2024-02-04,159441,177026,Annual Review,L001
H1306,S0088,2024-07-12,159985,183722,Promotion,L002
H1307,S0145,2024-06-07,135843,152096,Performance Bonus,L004
H1308,S0467,2022-04-10,30487,34615,Performance Bonus,L004
H1309,S0142,2020-06-18,93726,99291,Annual Review,L004
H1310,S0228,2023-08-15,147718,176092,Promotion,L004
H1311,S0467,2024-08-05,96298,103772,Promotion,L002
H1312,S0305,2020-05-28,30045,34004,Performance Bonus,L003
H1313,S0102,2022-07-18,181516,207711,Annual Review,L002
H1314,S0176,2024-08-27,113633,131955,Promotion,L005
H1315,S0418,2021-01-16,27053,32337,Cost of Living Adjustment,L004
H1316,S0120,2022-06-21,113302,128482,Performance Bonus,L005
H1317,S0040,2022-07-30,96540,113594,Performance Bonus,L002
H1318,S0242,2023-04-01,130026,141525,Annual Review,L003
