Room_ID,Location_ID,Room_Type,Capacity,Admission_ID,Occupancy_Status,Last_Cleaned
R02486,D004,General,4,ADM06857,Occupied,2024-11-05
R02487,D003,Semi-Private,1,ADM04409,Occupied,2025-03-11
R02488,D008,Semi-Private,1,ADM01764,Vacant,2024-11-12
R02489,D002,Private,4,,Vacant,2025-02-09
R02490,D002,Semi-Private,1,ADM00248,Occupied,2025-04-12
R02491,D001,Semi-Private,2,ADM08426,Occupied,2024-09-04
R02492,D008,ICU,2,ADM05219,Occupied,2025-03-27
R02493,D001,Private,1,ADM04627,Vacant,2024-06-26
R02494,D003,ICU,4,ADM05123,Occupied,2024-12-29
R02495,D002,Private,4,ADM02894,Occupied,2025-03-02
R02496,D002,General,2,,Occupied,2024-05-30
R02497,D008,ICU,1,ADM08968,Occupied,2024-10-09
R02498,D004,General,4,ADM03059,Occupied,2025-01-07
R02499,D004,General,2,ADM04163,Occupied,2025-02-09
R02500,D006,Private,2,ADM09240,Occupied,2024-08-03
R02501,D004,Semi-Private,2,,Occupied,2024-06-12
R02502,D004,Semi-Private,2,ADM07187,Occupied,2025-04-09
R02503,D003,ICU,4,ADM01668,Occupied,2024-12-16
R02504,D001,Semi-Private,4,ADM08433,Occupied,2024-10-24
R02505,D008,General,4,ADM04798,Occupied,2024-12-08
R02506,D001,Private,2,ADM03757,Occupied,2024-05-01
R02507,D002,ICU,4,ADM04648,Occupied,2025-04-22
R02508,D008,Semi-Private,2,ADM05752,Occupied,2025-03-08
R02509,D005,General,2,ADM08471,Occupied,2024-09-02
R02510,D007,General,4,ADM09058,Occupied,2024-09-20
R02511,D004,General,4,,Occupied,2024-09-05
R02512,D004,Semi-Private,4,,Occupied,2024-05-31
R02513,D006,Semi-Private,2,ADM02646,Occupied,2024-07-02
R02514,D007,Private,4,,Occupied,2025-03-26
R02515,D008,Private,4,ADM00708,Occupied,2024-06-02
R02516,D008,Private,2,ADM07694,Occupied,2024-07-23
R02517,D007,Private,1,ADM03120,Occupied,2025-01-14
R02518,D002,General,1,ADM06835,Occupied,2024-08-14
R02519,D007,General,2,ADM02904,Vacant,2024-12-07
R02520,D006,General,4,ADM09611,Occupied,2024-06-04
R02521,D008,Semi-Private,4,,Vacant,2024-06-27
R02522,D003,Semi-Private,1,ADM08705,Vacant,2024-07-30
R02523,D004,General,1,ADM06609,Occupied,2024-05-11
R02524,D002,Private,2,ADM01954,Occupied,2024-08-02
R02525,D003,ICU,1,ADM08511,Occupied,2025-01-16
R02526,D002,ICU,1,ADM03595,Occupied,2024-10-15
R02527,D001,Semi-Private,4,ADM03827,Occupied,2025-04-28
R02528,D005,General,1,ADM00391,Vacant,2024-06-22
R02529,D004,Semi-Private,1,ADM00488,Occupied,2025-04-01
R02530,D003,Private,2,,Occupied,2024-07-13
R02531,D008,Semi-Private,1,ADM05269,Occupied,2025-01-11
R02532,D003,General,2,ADM02216,Occupied,2024-12-24
R02533,D002,General,2,ADM06119,Occupied,2025-02-26
R02534,D005,General,4,ADM03177,Occupied,2024-07-11
R02535,D003,Semi-Private,2,,Occupied,2024-06-25
R02536,D003,ICU,2,ADM01754,Occupied,2025-04-25
R02537,D005,General,2,ADM07089,Occupied,2025-01-26
R02538,D007,General,4,ADM02025,Occupied,2025-03-31
R02539,D005,Semi-Private,1,ADM00748,Occupied,2024-07-19
R02540,D003,Semi-Private,1,,Occupied,2024-11-17
R02541,D002,General,1,ADM04109,Occupied,2025-03-18
R02542,D006,General,4,ADM07353,Vacant,2025-02-18
R02543,D005,General,1,ADM03316,Occupied,2025-01-08
R02544,D008,ICU,1,ADM07511,Occupied,2024-10-12
R02545,D002,ICU,2,ADM02848,Occupied,2024-12-06
R02546,D006,Private,1,ADM07202,Occupied,2024-08-27
R02547,D001,General,2,ADM06965,Occupied,2024-07-12
R02548,D002,Private,1,ADM02006,Occupied,2024-05-11
R02549,D005,ICU,2,ADM04474,Occupied,2024-06-22
R02550,D008,Private,4,ADM07248,Occupied,2024-08-27
R02551,D002,Semi-Private,2,ADM06561,Vacant,2025-01-09
R02552,D003,ICU,2,ADM00559,Occupied,2024-08-30
R02553,D003,Semi-Private,4,ADM07172,Occupied,2024-05-06
R02554,D006,ICU,2,ADM08957,Vacant,2024-07-25
R02555,D001,ICU,2,,Occupied,2024-07-07
R02556,D005,General,4,,Occupied,2024-08-04
R02557,D006,General,1,ADM09480,Vacant,2025-03-05
R02558,D003,General,2,ADM03037,Occupied,2025-02-28
R02559,D005,Private,4,ADM05468,Occupied,2024-11-25
R02560,D007,Private,4,ADM01479,Occupied,2025-04-07
R02561,D002,Private,2,ADM06552,Occupied,2024-10-23
R02562,D006,ICU,4,ADM02635,Occupied,2024-12-14
R02563,D005,Semi-Private,4,ADM02847,Occupied,2025-02-01
R02564,D001,General,1,ADM09088,Occupied,2024-07-17
R02565,D007,Semi-Private,4,ADM07624,Occupied,2024-08-20
R02566,D003,General,1,ADM04898,Occupied,2024-08-27
R02567,D004,Private,4,ADM03513,Occupied,2024-06-06
R02568,D006,ICU,1,ADM04224,Vacant,2024-10-09
R02569,D005,ICU,2,ADM02052,Occupied,2024-10-26
R02570,D006,Semi-Private,1,ADM04957,Occupied,2025-04-28
R02571,D003,Semi-Private,2,,Occupied,2025-01-11
R02572,D005,General,1,ADM00452,Vacant,2024-06-04
R02573,D003,ICU,1,ADM06807,Occupied,2025-03-20
R02574,D005,General,2,,Occupied,2025-02-17
R02575,D006,Semi-Private,4,,Occupied,2024-09-25
R02576,D005,ICU,1,,Occupied,2024-07-21
R02577,D003,General,4,ADM01989,Occupied,2024-06-28
R02578,D004,General,4,,Occupied,2024-05-26
R02579,D001,Private,4,,Vacant,2025-04-04
R02580,D002,ICU,2,ADM06714,Occupied,2024-08-30
R02581,D007,ICU,1,,Occupied,2025-02-06
R02582,D002,Semi-Private,1,ADM06593,Occupied,2024-12-22
R02583,D008,Private,1,ADM09985,Vacant,2024-09-26
R02584,D007,Private,1,ADM00662,Occupied,2025-04-15
R02585,D005,ICU,4,ADM00324,Occupied,2025-02-13
R02586,D007,Private,1,,Occupied,2024-05-12
R02587,D006,General,1,ADM03125,Occupied,2024-12-18
R02588,D007,ICU,1,ADM00375,Occupied,2025-04-06
R02589,D005,Semi-Private,4,ADM06743,Occupied,2025-01-11
R02590,D002,Semi-Private,1,ADM07423,Occupied,2025-04-07
R02591,D003,ICU,4,ADM04477,Occupied,2024-08-01
R02592,D001,General,2,ADM01692,Occupied,2024-07-18
R02593,D005,General,1,ADM01444,Occupied,2024-08-19
R02594,D005,ICU,1,,Vacant,2024-11-22
R02595,D007,Semi-Private,1,,Occupied,2025-01-18
R02596,D001,General,1,ADM01198,Vacant,2024-12-28
R02597,D003,Semi-Private,2,ADM00854,Occupied,2025-03-03
R02598,D004,General,2,ADM08490,Occupied,2024-07-15
R02599,D006,Private,4,,Occupied,2024-06-11
R02600,D003,Private,1,,Occupied,2024-11-23
R02601,D005,Semi-Private,4,ADM01493,Vacant,2024-07-01
R02602,D007,Private,1,ADM05756,Occupied,2024-09-04
R02603,D003,General,2,ADM03301,Occupied,2024-05-29
R02604,D001,ICU,4,ADM02640,Occupied,2024-10-24
R02605,D004,Semi-Private,2,ADM08262,Occupied,2024-12-18
R02606,D008,General,2,ADM00820,Occupied,2025-02-19
R02607,D007,ICU,2,,Vacant,2024-08-09
R02608,D001,ICU,1,ADM00197,Occupied,2024-06-16
R02609,D003,General,4,ADM05096,Occupied,2025-03-06
R02610,D005,ICU,2,,Vacant,2025-02-03
R02611,D001,Private,2,ADM05759,Occupied,2024-10-16
R02612,D005,Semi-Private,1,ADM00042,Occupied,2024-11-10
R02613,D007,Semi-Private,1,ADM08987,Occupied,2025-02-08
R02614,D007,General,1,ADM04904,Occupied,2024-06-23
R02615,D008,ICU,4,,Vacant,2024-11-24
R02616,D004,General,2,ADM09631,Occupied,2024-08-26
R02617,D003,General,1,ADM05177,Occupied,2024-09-15
R02618,D002,Semi-Private,1,,Occupied,2024-10-09
R02619,D002,Semi-Private,4,,Occupied,2025-02-19
R02620,D008,Semi-Private,1,ADM08054,Occupied,2025-03-12
R02621,D006,General,1,ADM00184,Vacant,2025-03-18
R02622,D007,Semi-Private,4,ADM01980,Vacant,2024-10-18
R02623,D003,General,1,ADM07858,Occupied,2024-06-01
R02624,D005,ICU,4,ADM03168,Occupied,2024-12-18
R02625,D002,Semi-Private,4,,Occupied,2024-10-26
R02626,D003,Private,1,ADM00314,Occupied,2024-05-14
R02627,D005,ICU,1,ADM06543,Occupied,2024-05-28
R02628,D006,General,2,ADM07465,Vacant,2024-09-01
R02629,D004,ICU,2,ADM01500,Occupied,2025-01-19
R02630,D005,ICU,2,ADM01476,Occupied,2025-04-01
R02631,D004,Semi-Private,4,,Vacant,2024-08-05
R02632,D004,ICU,4,ADM00566,Occupied,2024-11-30
R02633,D008,General,1,ADM04639,Occupied,2025-01-07
R02634,D004,General,4,ADM07828,Occupied,2024-12-07
R02635,D001,Private,4,ADM02670,Occupied,2024-09-24
R02636,D007,Private,4,ADM00551,Occupied,2024-08-12
R02637,D002,Private,2,ADM02103,Vacant,2025-04-22
R02638,D005,Private,4,,Occupied,2024-05-17
R02639,D005,General,1,ADM06828,Occupied,2024-09-18
R02640,D003,ICU,2,ADM04896,Vacant,2024-10-30
R02641,D006,Private,4,,Occupied,2025-02-21
R02642,D001,Private,4,ADM03978,Occupied,2025-01-09
R02643,D004,Private,1,ADM06180,Occupied,2024-08-28
R02644,D001,ICU,4,ADM00822,Occupied,2024-05-21
R02645,D005,ICU,1,ADM03772,Occupied,2025-04-28
R02646,D002,Private,1,,Occupied,2025-01-20
R02647,D008,Semi-Private,4,ADM00301,Vacant,2025-01-25
R02648,D008,Private,1,ADM06566,Occupied,2025-04-19
R02649,D006,ICU,2,ADM01876,Vacant,2024-09-18
R02650,D006,General,2,ADM00563,Occupied,2024-05-13
R02651,D002,General,1,ADM01644,Occupied,2025-03-25
R02652,D004,Private,4,ADM09561,Occupied,2024-11-06
R02653,D003,Private,4,ADM03272,Occupied,2024-11-14
R02654,D007,Semi-Private,4,ADM04690,Occupied,2024-09-24
R02655,D005,General,2,ADM01216,Occupied,2024-05-31
R02656,D007,ICU,2,ADM02078,Occupied,2024-05-30
R02657,D006,General,2,ADM00959,Vacant,2024-12-10
R02658,D005,Private,1,ADM00426,Occupied,2025-01-12
R02659,D007,ICU,2,ADM06322,Occupied,2025-03-27
R02660,D008,General,1,ADM02215,Occupied,2025-02-15
R02661,D007,Semi-Private,2,,Occupied,2024-08-03
R02662,D003,ICU,1,ADM09142,Vacant,2024-12-15
R02663,D006,ICU,4,ADM04269,Occupied,2025-03-16
R02664,D001,General,2,,Occupied,2025-02-10
R02665,D005,Private,4,ADM03030,Occupied,2025-04-27
R02666,D002,General,1,ADM02806,Occupied,2024-05-26
R02667,D002,ICU,4,ADM09793,Occupied,2025-04-23
R02668,D008,ICU,4,ADM01891,Occupied,2024-07-17
R02669,D008,General,1,,Occupied,2025-04-16
R02670,D003,ICU,4,ADM09290,Vacant,2024-05-07
R02671,D001,Private,4,,Vacant,2024-07-10
R02672,D007,ICU,4,ADM01139,Occupied,2024-06-03
R02673,D007,ICU,1,ADM08390,Occupied,2024-10-09
R02674,D008,General,1,ADM06859,Occupied,2024-08-11
R02675,D007,ICU,2,ADM01942,Vacant,2024-05-14
R02676,D002,General,4,,Occupied,2025-03-26
R02677,D008,Semi-Private,1,ADM02424,Occupied,2024-11-30
R02678,D004,Private,4,ADM00886,Occupied,2024-12-12
R02679,D004,Semi-Private,2,ADM09735,Vacant,2024-10-31
R02680,D001,Private,4,ADM08625,Occupied,2024-09-21
R02681,D002,Private,2,ADM08760,Occupied,2024-12-01
R02682,D003,Semi-Private,4,ADM01384,Occupied,2025-03-16
R02683,D007,Private,4,ADM04248,Vacant,2024-07-14
R02684,D008,Private,1,ADM09134,Occupied,2025-01-31
R02685,D008,Semi-Private,4,,Occupied,2025-01-05
R02686,D005,Private,4,ADM06132,Vacant,2024-08-26
R02687,D008,Semi-Private,4,ADM01941,Occupied,2025-01-09
R02688,D003,Private,1,ADM05795,Occupied,2024-11-17
R02689,D003,Semi-Private,4,ADM06896,Vacant,2024-08-29
R02690,D001,Semi-Private,1,ADM08268,Vacant,2025-03-12
R02691,D005,ICU,4,ADM03799,Vacant,2025-02-04
R02692,D003,Private,2,ADM02010,Occupied,2025-01-23
R02693,D004,Private,1,,Occupied,2025-02-14
R02694,D001,General,4,ADM01097,Occupied,2024-12-06
R02695,D006,Private,2,ADM04154,Occupied,2024-10-29
R02696,D001,ICU,4,ADM02203,Occupied,2025-03-21
R02697,D005,Private,4,ADM07898,Occupied,2025-02-04
R02698,D001,Private,2,ADM01983,Occupied,2025-01-21
R02699,D001,General,4,ADM05762,Vacant,2024-11-09
R02700,D008,General,4,ADM08365,Occupied,2025-01-05
R02701,D002,Semi-Private,4,ADM05361,Occupied,2024-12-15
R02702,D007,Semi-Private,4,ADM06437,Occupied,2024-08-16
R02703,D004,ICU,2,,Vacant,2024-10-31
R02704,D002,General,1,ADM08187,Occupied,2025-03-22
R02705,D002,ICU,1,ADM04691,Occupied,2024-10-02
R02706,D005,Private,2,ADM05924,Occupied,2024-10-17
R02707,D008,General,2,ADM01836,Occupied,2024-04-29
R02708,D008,General,2,ADM01071,Vacant,2024-08-29
R02709,D001,Semi-Private,4,ADM00863,Occupied,2024-05-03
R02710,D003,General,1,ADM01170,Occupied,2024-11-18
R02711,D007,General,1,,Vacant,2024-10-03
R02712,D004,Semi-Private,2,ADM05740,Occupied,2025-01-26
R02713,D004,General,1,ADM06837,Occupied,2025-02-04
R02714,D006,General,2,ADM05200,Occupied,2024-10-10
R02715,D001,Private,4,ADM03675,Occupied,2024-12-29
R02716,D003,ICU,4,,Occupied,2024-05-29
R02717,D006,Private,2,ADM07704,Occupied,2024-05-05
R02718,D005,Private,2,ADM04730,Occupied,2024-08-15
R02719,D001,Semi-Private,2,ADM00570,Occupied,2024-05-01
R02720,D003,General,2,,Occupied,2024-08-13
R02721,D005,ICU,2,ADM04092,Occupied,2024-12-15
R02722,D008,General,2,ADM02554,Occupied,2024-11-23
R02723,D006,Semi-Private,2,ADM04525,Vacant,2024-12-16
R02724,D003,ICU,4,ADM00221,Occupied,2024-06-04
R02725,D005,Private,4,ADM09340,Occupied,2024-09-05
R02726,D001,Private,2,ADM05375,Occupied,2024-12-03
R02727,D007,Private,4,ADM01470,Occupied,2025-02-19
R02728,D001,ICU,4,ADM01017,Vacant,2024-09-01
R02729,D007,Private,4,ADM06856,Occupied,2024-09-16
R02730,D005,ICU,2,ADM09028,Occupied,2024-08-28
R02731,D001,Semi-Private,4,ADM03282,Occupied,2024-08-14
R02732,D001,ICU,2,ADM02657,Vacant,2024-12-07
R02733,D007,Private,4,ADM08871,Occupied,2024-09-08
R02734,D003,General,4,ADM09530,Vacant,2024-11-28
R02735,D002,General,1,ADM02899,Occupied,2024-05-08
R02736,D002,General,4,ADM06351,Occupied,2024-06-18
R02737,D004,Private,2,ADM09404,Occupied,2025-02-10
R02738,D002,General,1,ADM04496,Occupied,2024-11-21
R02739,D008,ICU,1,ADM02981,Occupied,2024-12-27
R02740,D006,ICU,2,ADM05907,Occupied,2025-03-18
R02741,D003,Semi-Private,4,ADM00580,Occupied,2024-09-05
R02742,D006,General,4,,Occupied,2024-06-25
R02743,D008,General,1,,Occupied,2025-03-09
R02744,D002,ICU,4,,Occupied,2024-05-09
R02745,D003,General,2,,Occupied,2024-06-18
R02746,D008,ICU,1,ADM02582,Vacant,2025-01-07
R02747,D004,ICU,2,ADM02442,Vacant,2024-08-17
R02748,D006,Semi-Private,2,,Occupied,2025-01-04
R02749,D006,ICU,1,ADM01475,Vacant,2024-12-29
R02750,D006,ICU,1,ADM05257,Occupied,2025-03-13
R02751,D007,ICU,1,,Occupied,2024-11-25
R02752,D003,Semi-Private,2,ADM05181,Occupied,2024-05-30
R02753,D004,Semi-Private,1,ADM08444,Vacant,2024-06-15
R02754,D001,Private,1,ADM02202,Occupied,2024-08-20
R02755,D004,Private,2,ADM02340,Occupied,2025-03-29
R02756,D006,Semi-Private,4,ADM09695,Vacant,2024-10-26
R02757,D008,ICU,2,ADM05566,Occupied,2025-02-12
R02758,D002,Private,4,ADM01016,Occupied,2025-03-28
R02759,D003,Semi-Private,1,,Occupied,2024-05-04
R02760,D003,ICU,4,ADM06170,Occupied,2025-02-05
R02761,D002,Semi-Private,1,ADM05270,Vacant,2025-04-08
R02762,D005,General,4,ADM00010,Occupied,2024-11-12
R02763,D001,Private,2,ADM08523,Occupied,2024-12-15
R02764,D001,ICU,1,,Occupied,2024-06-10
R02765,D006,ICU,1,,Occupied,2024-11-02
R02766,D007,Semi-Private,1,ADM08027,Vacant,2025-03-13
R02767,D006,Semi-Private,2,ADM06660,Occupied,2024-10-30
R02768,D005,Private,2,,Occupied,2024-12-12
R02769,D003,Private,2,ADM07855,Vacant,2025-03-01
R02770,D006,Private,2,ADM00283,Occupied,2024-08-13
R02771,D005,ICU,2,ADM02739,Occupied,2024-07-31
R02772,D007,ICU,4,ADM05337,Occupied,2024-09-03
R02773,D004,General,4,ADM02319,Occupied,2024-07-07
R02774,D001,General,2,ADM07322,Occupied,2024-05-17
R02775,D004,General,4,ADM05147,Occupied,2024-12-18
R02776,D001,Semi-Private,4,,Occupied,2024-05-21
R02777,D001,Semi-Private,4,ADM04915,Occupied,2024-06-05
R02778,D005,General,4,ADM04320,Vacant,2024-08-28
R02779,D005,General,4,ADM05756,Occupied,2025-04-27
R02780,D008,Semi-Private,2,ADM05326,Occupied,2024-12-02
R02781,D002,General,1,ADM04716,Occupied,2024-05-02
R02782,D005,General,4,ADM09808,Occupied,2024-12-01
R02783,D003,General,2,ADM04274,Occupied,2024-07-30
R02784,D005,ICU,4,,Vacant,2024-08-24
R02785,D003,ICU,4,ADM04994,Occupied,2025-03-24
R02786,D004,Private,1,ADM09917,Occupied,2025-01-20
R02787,D007,Private,4,ADM04079,Occupied,2025-04-11
R02788,D008,General,2,ADM07573,Vacant,2024-10-25
R02789,D008,Semi-Private,2,ADM04502,Vacant,2024-05-10
R02790,D008,General,1,,Vacant,2024-08-25
R02791,D005,Semi-Private,4,ADM06744,Occupied,2024-06-04
R02792,D006,Private,2,ADM01706,Occupied,2024-09-10
R02793,D002,ICU,4,,Occupied,2024-08-29
R02794,D003,ICU,4,ADM03504,Occupied,2024-05-08
R02795,D002,General,4,ADM01377,Vacant,2024-05-14
R02796,D003,General,2,ADM09936,Occupied,2024-06-12
R02797,D004,ICU,2,ADM01948,Occupied,2024-08-09
R02798,D003,Private,2,ADM07262,Occupied,2024-08-24
R02799,D001,ICU,2,ADM02077,Occupied,2025-02-22
R02800,D003,General,1,ADM06795,Vacant,2024-05-05
R02801,D008,Semi-Private,2,ADM08839,Occupied,2025-04-22
R02802,D001,Semi-Private,4,ADM09137,Occupied,2025-01-20
R02803,D008,General,1,,Vacant,2025-02-12
R02804,D003,General,4,ADM01467,Vacant,2024-07-08
R02805,D001,Semi-Private,2,,Vacant,2025-03-18
R02806,D007,General,1,ADM01675,Occupied,2024-09-03
R02807,D002,ICU,2,ADM02678,Occupied,2024-11-05
R02808,D008,Private,1,ADM07586,Occupied,2025-03-17
R02809,D001,General,4,ADM06139,Vacant,2025-04-23
R02810,D007,General,2,ADM08894,Vacant,2024-08-01
R02811,D006,ICU,4,ADM06921,Occupied,2025-01-13
R02812,D006,ICU,2,ADM00512,Occupied,2025-02-01
R02813,D007,Private,1,ADM05179,Occupied,2024-10-24
R02814,D007,General,1,ADM01790,Occupied,2024-09-22
R02815,D007,Private,2,ADM05522,Vacant,2024-10-11
R02816,D008,ICU,1,ADM00334,Occupied,2025-04-17
R02817,D001,ICU,2,,Occupied,2024-06-07
R02818,D005,ICU,2,ADM00130,Occupied,2024-06-11
R02819,D007,ICU,4,ADM09338,Vacant,2024-12-04
R02820,D004,Private,4,ADM07132,Occupied,2024-12-23
R02821,D007,Private,4,ADM04972,Occupied,2024-10-23
R02822,D002,General,2,,Occupied,2024-06-03
R02823,D008,ICU,2,ADM09106,Occupied,2025-01-22
R02824,D002,ICU,4,ADM06143,Vacant,2024-12-14
R02825,D005,Private,4,,Occupied,2024-06-16
R02826,D004,General,2,ADM01522,Vacant,2024-07-13
R02827,D005,Private,2,ADM05629,Occupied,2024-11-12
R02828,D008,General,1,,Occupied,2024-11-18
R02829,D004,Private,2,ADM01585,Occupied,2024-10-31
R02830,D002,General,2,ADM01546,Occupied,2024-08-02
R02831,D006,ICU,1,ADM06845,Occupied,2024-12-30
R02832,D005,Private,4,,Vacant,2024-12-08
R02833,D002,Private,4,,Occupied,2024-05-08
R02834,D001,General,1,ADM05141,Occupied,2024-05-11
R02835,D005,General,4,ADM08155,Occupied,2024-12-21
R02836,D002,Semi-Private,1,,Vacant,2024-06-22
R02837,D008,General,1,ADM03314,Occupied,2024-07-02
R02838,D003,Private,4,,Vacant,2024-05-28
R02839,D001,Semi-Private,4,ADM09906,Occupied,2025-01-15
R02840,D004,General,4,ADM07744,Occupied,2024-12-22
R02841,D003,ICU,4,,Occupied,2025-04-01
R02842,D004,Private,2,ADM03402,Occupied,2025-04-27
R02843,D001,Private,4,ADM09468,Occupied,2024-09-09
R02844,D006,General,1,ADM06933,Occupied,2025-03-27
R02845,D006,ICU,4,ADM03489,Occupied,2024-12-02
R02846,D008,Private,4,,Vacant,2024-09-29
R02847,D004,ICU,2,ADM05715,Occupied,2025-01-16
R02848,D005,ICU,4,ADM05149,Occupied,2025-04-03
R02849,D007,Private,1,ADM08966,Occupied,2024-08-19
R02850,D005,General,2,ADM04856,Vacant,2025-01-31
R02851,D003,ICU,2,,Occupied,2024-10-09
R02852,D003,Private,4,,Occupied,2025-02-24
R02853,D006,Semi-Private,2,ADM09793,Occupied,2024-06-23
R02854,D008,General,2,ADM04269,Occupied,2024-06-26
R02855,D004,ICU,4,ADM01236,Occupied,2024-08-04
R02856,D005,ICU,2,ADM06491,Occupied,2024-08-02
R02857,D005,Semi-Private,1,ADM01787,Occupied,2024-11-28
R02858,D002,ICU,1,ADM00117,Vacant,2024-06-27
R02859,D008,Private,4,ADM02787,Vacant,2025-02-22
R02860,D005,ICU,1,ADM08964,Occupied,2025-04-01
R02861,D004,Private,2,ADM06996,Occupied,2024-11-13
R02862,D001,Semi-Private,2,ADM05695,Occupied,2024-06-18
R02863,D007,ICU,2,,Occupied,2024-06-24
R02864,D008,Semi-Private,4,,Occupied,2024-11-30
R02865,D005,ICU,4,ADM02965,Occupied,2025-03-31
R02866,D003,ICU,4,ADM02687,Occupied,2024-10-15
R02867,D007,ICU,1,ADM00196,Vacant,2025-04-26
R02868,D003,Semi-Private,2,,Occupied,2024-09-20
R02869,D003,Semi-Private,2,ADM03318,Occupied,2025-01-26
R02870,D002,ICU,2,ADM03165,Occupied,2025-03-20
R02871,D005,Private,4,ADM03708,Vacant,2024-05-13
R02872,D005,Semi-Private,1,ADM01057,Occupied,2024-11-18
R02873,D006,ICU,2,,Occupied,2025-04-09
R02874,D004,General,4,ADM07157,Occupied,2024-11-18
R02875,D003,Private,2,ADM07350,Occupied,2025-01-27
R02876,D006,General,4,ADM09131,Vacant,2024-09-17
R02877,D008,Semi-Private,2,,Occupied,2025-03-01
R02878,D002,Semi-Private,1,ADM03940,Occupied,2025-04-15
R02879,D003,Private,1,,Occupied,2024-08-16
R02880,D001,General,1,ADM04853,Vacant,2025-02-05
R02881,D008,Semi-Private,2,ADM08400,Occupied,2024-08-02
R02882,D003,General,4,ADM00660,Occupied,2024-11-29
R02883,D008,ICU,1,ADM00360,Vacant,2024-09-15
R02884,D005,General,4,,Occupied,2024-12-09
R02885,D007,General,2,ADM07532,Occupied,2025-02-25
R02886,D006,ICU,4,ADM04598,Occupied,2024-09-25
R02887,D006,Semi-Private,2,ADM01210,Occupied,2024-09-08
R02888,D002,Semi-Private,2,,Occupied,2024-10-27
R02889,D007,Private,2,ADM00379,Occupied,2025-04-11
R02890,D004,General,2,ADM08854,Occupied,2024-11-29
R02891,D004,ICU,4,ADM03269,Occupied,2025-01-25
R02892,D002,General,2,ADM04589,Occupied,2024-09-25
R02893,D007,Private,1,,Occupied,2024-11-13
R02894,D003,Private,1,ADM08902,Vacant,2024-07-15
R02895,D006,Private,4,ADM06823,Occupied,2024-07-24
R02896,D005,ICU,1,ADM01163,Occupied,2024-04-28
R02897,D002,Private,4,ADM01953,Vacant,2025-01-02
R02898,D006,Private,1,ADM04375,Vacant,2024-05-30
R02899,D005,General,4,ADM04040,Vacant,2024-06-01
R02900,D006,Private,4,ADM02956,Occupied,2025-01-01
R02901,D002,Private,1,ADM01004,Occupied,2025-03-19
R02902,D002,General,2,,Occupied,2025-01-13
R02903,D007,General,1,ADM04108,Occupied,2025-03-11
R02904,D001,Private,1,ADM09845,Vacant,2024-10-12
R02905,D002,ICU,2,,Vacant,2024-07-28
R02906,D008,Semi-Private,1,ADM00513,Vacant,2024-05-12
R02907,D007,Private,1,ADM01446,Occupied,2024-11-22
R02908,D002,Private,4,ADM06936,Occupied,2024-07-11
R02909,D003,ICU,4,ADM06992,Occupied,2024-06-14
R02910,D002,Private,4,,Vacant,2024-07-21
R02911,D004,Semi-Private,1,ADM05543,Occupied,2025-04-12
R02912,D003,Private,4,ADM00944,Occupied,2024-11-29
R02913,D008,Private,1,ADM05376,Occupied,2025-04-10
R02914,D007,Semi-Private,4,ADM09459,Occupied,2025-04-16
R02915,D004,Semi-Private,2,ADM05879,Occupied,2024-08-29
R02916,D002,General,2,ADM09351,Occupied,2024-12-20
R02917,D006,General,2,ADM00573,Vacant,2025-01-15
R02918,D004,Semi-Private,2,ADM01222,Vacant,2024-10-10
R02919,D001,Private,4,,Occupied,2024-10-05
R02920,D003,Private,1,ADM03331,Occupied,2024-08-27
R02921,D007,Semi-Private,1,ADM00101,Occupied,2024-08-23
R02922,D005,Private,4,,Occupied,2024-08-09
R02923,D008,General,4,,Occupied,2024-05-09
R02924,D002,General,1,,Occupied,2024-08-28
R02925,D007,Semi-Private,2,ADM06855,Occupied,2025-03-13
R02926,D005,Semi-Private,4,ADM05492,Occupied,2024-12-20
R02927,D006,Semi-Private,2,ADM01580,Occupied,2024-11-26
R02928,D003,Semi-Private,4,ADM09078,Occupied,2025-03-04
R02929,D005,ICU,4,,Occupied,2024-06-28
R02930,D008,Private,2,ADM03483,Vacant,2024-05-12
R02931,D008,ICU,2,ADM03236,Occupied,2024-07-08
R02932,D008,Private,1,ADM09815,Occupied,2024-12-03
R02933,D004,Private,4,ADM00966,Occupied,2025-01-29
R02934,D002,Private,1,ADM06633,Occupied,2024-09-24
R02935,D002,Private,1,ADM07203,Occupied,2024-10-17
R02936,D006,General,1,,Vacant,2025-04-17
R02937,D005,General,4,,Occupied,2024-07-03
R02938,D007,Private,2,,Occupied,2025-03-01
R02939,D004,Semi-Private,1,ADM01243,Occupied,2024-10-09
R02940,D001,ICU,2,ADM07335,Occupied,2024-12-20
R02941,D005,General,4,ADM03117,Occupied,2025-03-21
R02942,D007,General,1,ADM00825,Occupied,2024-11-05
R02943,D008,General,2,ADM01594,Occupied,2024-07-22
R02944,D005,Private,4,ADM09643,Occupied,2025-04-10
R02945,D006,ICU,2,ADM06171,Occupied,2024-05-27
R02946,D004,Private,4,ADM08944,Occupied,2024-10-11
R02947,D008,General,4,,Occupied,2025-03-15
R02948,D006,General,2,ADM02349,Occupied,2025-04-19
R02949,D004,Private,1,ADM03966,Occupied,2024-11-04
R02950,D007,General,2,,Vacant,2024-11-18
R02951,D006,General,1,ADM02526,Occupied,2024-07-31
R02952,D001,Private,1,ADM02400,Occupied,2024-08-04
R02953,D003,Private,4,ADM04269,Occupied,2025-03-13
